# CIE bound-bound cooling efficiency for Fe (Z=26)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 101 log-spaced points, 10^4.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Fe0          L_Fe1          L_Fe2          L_Fe3          L_Fe4          L_Fe5          L_Fe6          L_Fe7          L_Fe8          L_Fe9          L_Fe10         L_Fe11         L_Fe12         L_Fe13         L_Fe14         L_Fe15         L_Fe16         L_Fe17         L_Fe18         L_Fe19         L_Fe20         L_Fe21         L_Fe22         L_Fe23         L_Fe24         L_Fe25         L_Fe26       
         5.7000   0.000000e+00   2.155368e-18   1.040945e-18   5.754624e-20   5.516172e-20   3.609186e-19   1.171635e-18   1.425496e-18   1.381467e-18   1.407633e-18   1.457642e-18   1.383440e-18   1.299194e-18   1.174749e-18   1.046604e-18   6.249872e-19   1.473897e-25   1.376182e-20   3.461243e-20   5.664596e-20   7.257098e-20   7.012753e-20   7.067080e-20   6.744806e-20   5.477805e-86   2.872406e-89   0.000000e+00
         5.7500   0.000000e+00   2.133321e-18   1.041603e-18   5.404177e-20   5.132613e-20   3.622157e-19   1.302540e-18   1.613232e-18   1.586718e-18   1.574339e-18   1.607522e-18   1.510685e-18   1.406539e-18   1.266293e-18   1.115457e-18   6.557011e-19   8.970297e-25   1.616481e-20   3.982625e-20   6.512292e-20   8.215740e-20   8.212644e-20   8.375372e-20   7.411467e-20   9.884371e-79   1.116934e-81   0.000000e+00
         5.8000   0.000000e+00   2.107327e-18   1.039272e-18   5.072442e-20   4.771804e-20   3.615283e-19   1.428760e-18   1.797360e-18   1.793833e-18   1.737352e-18   1.751815e-18   1.632090e-18   1.507794e-18   1.352730e-18   1.177647e-18   6.824947e-19   4.475793e-24   1.890835e-20   4.550754e-20   7.383196e-20   9.217340e-20   9.456514e-20   9.701894e-20   8.021927e-20   2.895533e-72   6.457758e-75   0.000000e+00
         5.8500   0.000000e+00   2.077808e-18   1.034240e-18   4.759641e-20   4.434281e-20   3.591301e-19   1.548297e-18   1.974428e-18   1.999126e-18   1.893771e-18   1.888202e-18   1.745864e-18   1.601789e-18   1.433821e-18   1.233170e-18   7.056614e-19   1.871348e-23   2.192665e-20   5.151190e-20   8.254656e-20   1.023504e-19   1.070989e-19   1.101098e-19   8.567345e-20   1.678110e-66   6.829357e-69   0.000000e+00
         5.9000   0.000000e+00   2.045167e-18   1.026789e-18   4.465595e-20   4.119941e-20   3.552156e-19   1.659611e-18   2.141507e-18   2.199149e-18   2.041126e-18   2.014782e-18   1.850577e-18   1.687666e-18   1.509449e-18   1.282193e-18   7.255650e-19   6.685627e-23   2.514642e-20   5.768601e-20   9.105246e-20   1.124239e-19   1.193584e-19   1.227003e-19   9.042220e-20   2.294558e-61   1.588991e-63   0.000000e+00
         5.9500   0.000000e+00   2.009786e-18   1.017188e-18   4.189828e-20   3.828205e-20   3.500983e-19   1.761610e-18   2.296273e-18   2.390784e-18   2.177431e-18   2.130082e-18   1.945062e-18   1.764822e-18   1.579532e-18   1.324973e-18   7.425923e-19   2.076844e-22   2.850905e-20   6.387851e-20   9.916480e-20   1.221519e-19   1.309879e-19   1.345098e-19   9.443980e-20   8.659692e-57   9.589446e-59   0.000000e+00
         6.0000   0.000000e+00   1.972025e-18   1.005696e-18   3.931652e-20   3.558157e-20   3.446038e-19   1.853625e-18   2.437033e-18   2.571202e-18   2.301201e-18   2.233059e-18   2.028176e-18   1.832877e-18   1.643939e-18   1.361788e-18   7.571192e-19   5.697187e-22   3.200438e-20   6.997068e-20   1.067440e-19   1.313328e-19   1.417225e-19   1.453107e-19   9.772346e-20   1.037337e-52   1.738270e-54   0.000000e+00
         6.0500   0.000000e+00   1.932224e-18   9.925950e-19   3.690240e-20   3.308660e-20   3.392282e-19   1.935296e-18   2.562700e-18   2.738022e-18   2.411431e-18   2.323077e-18   2.099374e-18   1.891615e-18   1.702463e-18   1.392878e-18   7.694929e-19   1.399045e-21   3.571593e-20   7.591613e-20   1.137137e-19   1.398260e-19   1.513942e-19   1.549291e-19   1.002868e-19   4.466313e-49   1.078674e-50   0.000000e+00
         6.1000   0.000000e+00   1.890699e-18   9.781531e-19   3.464681e-20   3.078443e-20   3.336146e-19   2.006376e-18   2.672735e-18   2.889401e-18   2.507571e-18   2.399815e-18   2.159283e-18   1.940785e-18   1.754852e-18   1.418424e-18   7.800281e-19   3.112264e-21   3.987228e-20   8.178282e-20   1.200870e-19   1.475624e-19   1.599383e-19   1.632604e-19   1.021560e-19   7.719082e-46   2.574774e-47   0.000000e+00
         6.1500   0.000000e+00   1.847746e-18   9.626033e-19   3.254025e-20   2.866177e-20   3.273885e-19   2.066859e-18   2.767082e-18   3.024026e-18   2.589479e-18   2.463317e-18   2.208593e-18   1.980303e-18   1.800820e-18   1.438610e-18   7.890101e-19   6.336263e-21   4.489125e-20   8.779456e-20   1.260005e-19   1.545620e-19   1.674102e-19   1.702788e-19   1.033804e-19   5.908197e-43   2.622944e-44   0.000000e+00
