Title: Ion-by-Ion Cooling Efficiencies
Authors: Orly Gnat and Gary Ferland
Table: Ion-by-Ion Cooling Efficiencies for Boron
================================================================================
Byte-by-byte Description of file: datafile1E.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  8 A8     K       Temperature  Temperature (column 1)
  10- 17 A8     ---     B{0}         Ionic Cooling efficiency (column 2)
  19- 26 A8     ---     B{+}         Ionic Cooling efficiency (column 3)
  28- 35 A8     ---     B{2+}        Ionic Cooling efficiency (column 4)
  37- 44 A8     ---     B{3+}        Ionic Cooling efficiency (column 5)
  46- 53 A8     ---     B{4+}        Ionic Cooling efficiency (column 6)
  55- 62 A8     ---     B{5+}        Ionic Cooling efficiency (column 7)
  64- 71 A8     ---     B{CIE}       CIE Cooling efficiency (column 8)
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
6.40e+04 4.05e-19 1.50e-18 1.25e-18 4.01e-24 3.01e-23 5.17e-23 4.70e-19
6.74e+04 4.45e-19 1.61e-18 1.29e-18 4.12e-24 3.05e-23 5.25e-23 3.49e-19
7.09e+04 4.87e-19 1.71e-18 1.33e-18 4.23e-24 3.10e-23 5.34e-23 2.54e-19
7.46e+04 5.31e-19 1.81e-18 1.37e-18 4.35e-24 3.14e-23 5.42e-23 1.83e-19
7.86e+04 5.78e-19 1.91e-18 1.40e-18 4.47e-24 3.19e-23 5.51e-23 1.32e-19
8.27e+04 6.26e-19 2.01e-18 1.43e-18 4.59e-24 3.23e-23 5.60e-23 9.63e-20
8.70e+04 6.76e-19 2.11e-18 1.46e-18 4.71e-24 3.28e-23 5.69e-23 7.06e-20
9.16e+04 7.28e-19 2.21e-18 1.49e-18 4.84e-24 3.32e-23 5.78e-23 5.23e-20
9.64e+04 7.82e-19 2.31e-18 1.51e-18 4.97e-24 3.37e-23 5.88e-23 3.92e-20
1.02e+05 8.38e-19 2.40e-18 1.54e-18 5.11e-24 3.41e-23 5.97e-23 2.96e-20
1.07e+05 8.95e-19 2.49e-18 1.56e-18 5.27e-24 3.46e-23 6.07e-23 2.26e-20
1.12e+05 9.54e-19 2.58e-18 1.58e-18 5.43e-24 3.52e-23 6.18e-23 1.75e-20
1.18e+05 1.01e-18 2.67e-18 1.60e-18 5.60e-24 3.57e-23 6.28e-23 1.36e-20
1.24e+05 1.08e-18 2.75e-18 1.61e-18 5.78e-24 3.62e-23 6.38e-23 1.07e-20
1.31e+05 1.14e-18 2.83e-18 1.62e-18 5.96e-24 3.68e-23 6.49e-23 8.49e-21
1.38e+05 1.20e-18 2.91e-18 1.64e-18 6.16e-24 3.73e-23 6.60e-23 6.79e-21
1.45e+05 1.27e-18 2.99e-18 1.65e-18 6.39e-24 3.78e-23 6.71e-23 5.48e-21
1.53e+05 1.33e-18 3.06e-18 1.66e-18 6.68e-24 3.84e-23 6.82e-23 4.46e-21
1.61e+05 1.40e-18 3.13e-18 1.66e-18 7.08e-24 3.89e-23 6.93e-23 3.64e-21
1.69e+05 1.46e-18 3.19e-18 1.67e-18 7.68e-24 3.95e-23 7.04e-23 3.00e-21
1.78e+05 1.53e-18 3.26e-18 1.68e-18 8.64e-24 4.01e-23 7.15e-23 2.49e-21
1.88e+05 1.60e-18 3.32e-18 1.68e-18 1.02e-23 4.07e-23 7.27e-23 2.08e-21
1.98e+05 1.66e-18 3.37e-18 1.68e-18 1.29e-23 4.14e-23 7.38e-23 1.75e-21
2.08e+05 1.73e-18 3.43e-18 1.68e-18 1.72e-23 4.21e-23 7.50e-23 1.48e-21
2.19e+05 1.80e-18 3.48e-18 1.69e-18 2.43e-23 4.31e-23 7.62e-23 1.27e-21
2.30e+05 1.86e-18 3.53e-18 1.69e-18 3.56e-23 4.43e-23 7.73e-23 1.10e-21
2.42e+05 1.93e-18 3.57e-18 1.69e-18 5.31e-23 4.61e-23 7.85e-23 9.68e-22
2.55e+05 1.99e-18 3.61e-18 1.68e-18 7.95e-23 4.87e-23 7.97e-23 8.73e-22
2.69e+05 2.06e-18 3.65e-18 1.68e-18 1.19e-22 5.27e-23 8.10e-23 8.12e-22
2.83e+05 2.12e-18 3.69e-18 1.68e-18 1.76e-22 5.88e-23 8.22e-23 7.86e-22
2.98e+05 2.19e-18 3.73e-18 1.68e-18 2.57e-22 6.83e-23 8.34e-23 7.97e-22
3.13e+05 2.25e-18 3.76e-18 1.67e-18 3.70e-22 8.27e-23 8.47e-23 8.51e-22
3.30e+05 2.31e-18 3.79e-18 1.67e-18 5.23e-22 1.04e-22 8.61e-23 9.49e-22
3.47e+05 2.37e-18 3.82e-18 1.67e-18 7.28e-22 1.35e-22 8.75e-23 1.10e-21
3.66e+05 2.43e-18 3.84e-18 1.66e-18 9.98e-22 1.80e-22 8.90e-23 1.30e-21
3.85e+05 2.48e-18 3.86e-18 1.66e-18 1.35e-21 2.43e-22 9.03e-23 1.55e-21
4.05e+05 2.54e-18 3.88e-18 1.65e-18 1.79e-21 3.30e-22 9.18e-23 1.85e-21
4.26e+05 2.59e-18 3.90e-18 1.65e-18 2.34e-21 4.47e-22 9.33e-23 2.18e-21
4.49e+05 2.64e-18 3.92e-18 1.64e-18 3.03e-21 6.03e-22 9.48e-23 2.53e-21
4.72e+05 2.69e-18 3.93e-18 1.64e-18 3.86e-21 8.08e-22 9.63e-23 2.88e-21
4.97e+05 2.74e-18 3.95e-18 1.63e-18 4.86e-21 1.07e-21 9.79e-23 3.24e-21
5.23e+05 2.78e-18 3.96e-18 1.63e-18 6.05e-21 1.41e-21 9.94e-23 3.60e-21
5.51e+05 2.83e-18 3.97e-18 1.62e-18 7.45e-21 1.82e-21 1.01e-22 3.95e-21
5.80e+05 2.87e-18 3.97e-18 1.62e-18 9.08e-21 2.34e-21 1.02e-22 4.29e-21
6.10e+05 2.91e-18 3.98e-18 1.61e-18 1.09e-20 2.96e-21 1.04e-22 4.60e-21
6.43e+05 2.95e-18 3.98e-18 1.60e-18 1.31e-20 3.72e-21 1.06e-22 4.88e-21
6.76e+05 2.98e-18 3.98e-18 1.60e-18 1.55e-20 4.61e-21 1.07e-22 5.08e-21
7.12e+05 3.01e-18 3.98e-18 1.59e-18 1.82e-20 5.66e-21 1.09e-22 5.18e-21
7.49e+05 3.04e-18 3.98e-18 1.58e-18 2.12e-20 6.88e-21 1.10e-22 5.17e-21
7.89e+05 3.07e-18 3.98e-18 1.58e-18 2.45e-20 8.29e-21 1.12e-22 5.05e-21
8.30e+05 3.10e-18 3.98e-18 1.57e-18 2.81e-20 9.90e-21 1.14e-22 4.85e-21
8.74e+05 3.12e-18 3.97e-18 1.56e-18 3.20e-20 1.17e-20 1.15e-22 4.59e-21
9.20e+05 3.14e-18 3.96e-18 1.56e-18 3.62e-20 1.37e-20 1.17e-22 4.28e-21
9.69e+05 3.16e-18 3.95e-18 1.55e-18 4.08e-20 1.60e-20 1.19e-22 3.95e-21
1.02e+06 3.17e-18 3.94e-18 1.54e-18 4.57e-20 1.85e-20 1.21e-22 3.62e-21
1.07e+06 3.19e-18 3.93e-18 1.54e-18 5.08e-20 2.12e-20 1.22e-22 3.31e-21
1.13e+06 3.20e-18 3.92e-18 1.53e-18 5.63e-20 2.43e-20 1.24e-22 3.01e-21
1.19e+06 3.20e-18 3.90e-18 1.52e-18 6.20e-20 2.75e-20 1.26e-22 2.74e-21
1.25e+06 3.21e-18 3.89e-18 1.51e-18 6.80e-20 3.10e-20 1.28e-22 2.49e-21
1.32e+06 3.21e-18 3.87e-18 1.50e-18 7.44e-20 3.47e-20 1.30e-22 2.27e-21
1.39e+06 3.21e-18 3.85e-18 1.49e-18 8.09e-20 3.87e-20 1.32e-22 2.07e-21
1.46e+06 3.21e-18 3.83e-18 1.49e-18 8.76e-20 4.29e-20 1.34e-22 1.89e-21
1.54e+06 3.20e-18 3.81e-18 1.48e-18 9.47e-20 4.73e-20 1.36e-22 1.74e-21
1.62e+06 3.19e-18 3.79e-18 1.47e-18 1.02e-19 5.20e-20 1.39e-22 1.59e-21
1.70e+06 3.18e-18 3.77e-18 1.46e-18 1.09e-19 5.68e-20 1.41e-22 1.47e-21
1.79e+06 3.17e-18 3.74e-18 1.45e-18 1.17e-19 6.19e-20 1.43e-22 1.36e-21
1.89e+06 3.15e-18 3.72e-18 1.44e-18 1.25e-19 6.72e-20 1.45e-22 1.26e-21
1.99e+06 3.13e-18 3.69e-18 1.43e-18 1.32e-19 7.26e-20 1.47e-22 1.17e-21
2.09e+06 3.11e-18 3.66e-18 1.42e-18 1.40e-19 7.81e-20 1.49e-22 1.09e-21
2.20e+06 3.09e-18 3.64e-18 1.41e-18 1.53e-19 8.39e-20 1.51e-22 1.01e-21
2.32e+06 3.07e-18 3.61e-18 1.40e-18 1.66e-19 8.97e-20 1.53e-22 9.48e-22
2.44e+06 3.04e-18 3.58e-18 1.39e-18 1.78e-19 9.56e-20 1.55e-22 8.89e-22
2.57e+06 3.01e-18 3.55e-18 1.38e-18 1.90e-19 1.02e-19 1.57e-22 8.36e-22
2.70e+06 2.98e-18 3.52e-18 1.37e-18 2.02e-19 1.08e-19 1.59e-22 7.88e-22
2.84e+06 2.94e-18 3.49e-18 1.35e-18 2.14e-19 1.14e-19 1.61e-22 7.44e-22
2.99e+06 2.91e-18 3.45e-18 1.34e-18 2.25e-19 1.21e-19 1.64e-22 7.07e-22
3.15e+06 2.87e-18 3.42e-18 1.33e-18 2.37e-19 1.29e-19 1.66e-22 6.80e-22
3.32e+06 2.83e-18 3.39e-18 1.32e-18 2.48e-19 1.38e-19 1.68e-22 6.55e-22
3.49e+06 2.79e-18 3.35e-18 1.31e-18 2.60e-19 1.47e-19 1.71e-22 6.30e-22
3.68e+06 2.75e-18 3.32e-18 1.30e-18 2.71e-19 1.55e-19 1.73e-22 6.05e-22
3.87e+06 2.71e-18 3.29e-18 1.28e-18 2.82e-19 1.62e-19 1.76e-22 5.81e-22
4.07e+06 2.67e-18 3.25e-18 1.27e-18 2.93e-19 1.70e-19 1.78e-22 5.59e-22
4.29e+06 2.62e-18 3.22e-18 1.26e-18 3.03e-19 1.77e-19 1.81e-22 5.38e-22
4.51e+06 2.57e-18 3.18e-18 1.24e-18 3.14e-19 1.84e-19 1.84e-22 5.19e-22
4.75e+06 2.53e-18 3.14e-18 1.23e-18 3.24e-19 1.90e-19 1.86e-22 5.00e-22
5.00e+06 2.48e-18 3.11e-18 1.22e-18 3.34e-19 1.97e-19 1.89e-22 4.83e-22
5.01e+06 2.48e-18 3.11e-18 1.22e-18 3.34e-19 1.97e-19 1.89e-22 4.83e-22
5.25e+06 2.44e-18 3.07e-18 1.21e-18 3.43e-19 2.03e-19 1.92e-22 4.69e-22
5.50e+06 2.39e-18 3.04e-18 1.19e-18 3.51e-19 2.08e-19 1.94e-22 4.56e-22
5.75e+06 2.35e-18 3.01e-18 1.18e-18 3.59e-19 2.13e-19 1.96e-22 4.43e-22
6.03e+06 2.31e-18 2.97e-18 1.17e-18 3.67e-19 2.18e-19 1.99e-22 4.32e-22
6.31e+06 2.26e-18 2.94e-18 1.16e-18 3.75e-19 2.23e-19 2.01e-22 4.22e-22
6.61e+06 2.22e-18 2.91e-18 1.15e-18 3.82e-19 2.27e-19 2.04e-22 4.12e-22
6.92e+06 2.17e-18 2.88e-18 1.14e-18 3.89e-19 2.32e-19 2.06e-22 4.03e-22
7.24e+06 2.13e-18 2.84e-18 1.12e-18 3.96e-19 2.36e-19 2.09e-22 3.94e-22
7.59e+06 2.09e-18 2.81e-18 1.11e-18 4.03e-19 2.40e-19 2.11e-22 3.87e-22
7.94e+06 2.05e-18 2.78e-18 1.10e-18 4.09e-19 2.43e-19 2.14e-22 3.79e-22
8.32e+06 2.00e-18 2.74e-18 1.09e-18 4.15e-19 2.47e-19 2.16e-22 3.73e-22
8.71e+06 1.96e-18 2.71e-18 1.07e-18 4.21e-19 2.50e-19 2.19e-22 3.67e-22
9.12e+06 1.92e-18 2.68e-18 1.06e-18 4.26e-19 2.53e-19 2.21e-22 3.61e-22
9.55e+06 1.88e-18 2.64e-18 1.05e-18 4.31e-19 2.56e-19 2.24e-22 3.56e-22
1.00e+07 1.84e-18 2.61e-18 1.04e-18 4.36e-19 2.58e-19 2.27e-22 3.51e-22
1.05e+07 1.80e-18 2.58e-18 1.03e-18 4.41e-19 2.61e-19 2.30e-22 3.48e-22
1.10e+07 1.76e-18 2.55e-18 1.01e-18 4.45e-19 2.63e-19 2.33e-22 3.45e-22
1.15e+07 1.72e-18 2.52e-18 1.00e-18 4.49e-19 2.65e-19 2.36e-22 3.42e-22
1.20e+07 1.69e-18 2.48e-18 9.91e-19 4.53e-19 2.66e-19 2.40e-22 3.39e-22
1.26e+07 1.65e-18 2.45e-18 9.79e-19 4.56e-19 2.68e-19 2.43e-22 3.37e-22
1.32e+07 1.62e-18 2.42e-18 9.67e-19 4.59e-19 2.69e-19 2.47e-22 3.36e-22
1.38e+07 1.58e-18 2.39e-18 9.55e-19 4.62e-19 2.70e-19 2.50e-22 3.34e-22
1.45e+07 1.55e-18 2.36e-18 9.43e-19 4.65e-19 2.71e-19 2.54e-22 3.33e-22
1.51e+07 1.51e-18 2.33e-18 9.32e-19 4.67e-19 2.72e-19 2.57e-22 3.32e-22
1.58e+07 1.48e-18 2.30e-18 9.20e-19 4.69e-19 2.72e-19 2.61e-22 3.32e-22
1.66e+07 1.45e-18 2.27e-18 9.09e-19 4.71e-19 2.73e-19 2.64e-22 3.32e-22
1.74e+07 1.42e-18 2.24e-18 8.97e-19 4.73e-19 2.73e-19 2.68e-22 3.32e-22
1.82e+07 1.39e-18 2.21e-18 8.86e-19 4.74e-19 2.73e-19 2.72e-22 3.32e-22
1.91e+07 1.36e-18 2.18e-18 8.74e-19 4.75e-19 2.73e-19 2.76e-22 3.32e-22
2.00e+07 1.34e-18 2.15e-18 8.63e-19 4.76e-19 2.72e-19 2.79e-22 3.33e-22
2.09e+07 1.31e-18 2.12e-18 8.52e-19 4.77e-19 2.72e-19 2.83e-22 3.34e-22
2.19e+07 1.28e-18 2.09e-18 8.41e-19 4.77e-19 2.71e-19 2.87e-22 3.34e-22
2.29e+07 1.26e-18 2.06e-18 8.30e-19 4.77e-19 2.71e-19 2.91e-22 3.36e-22
2.40e+07 1.23e-18 2.03e-18 8.19e-19 4.78e-19 2.70e-19 2.94e-22 3.37e-22
2.51e+07 1.21e-18 2.01e-18 8.08e-19 4.77e-19 2.69e-19 2.98e-22 3.38e-22
2.63e+07 1.18e-18 1.98e-18 7.98e-19 4.77e-19 2.68e-19 3.02e-22 3.40e-22
2.75e+07 1.16e-18 1.95e-18 7.87e-19 4.77e-19 2.67e-19 3.05e-22 3.41e-22
2.88e+07 1.14e-18 1.92e-18 7.77e-19 4.76e-19 2.66e-19 3.09e-22 3.43e-22
3.02e+07 1.12e-18 1.90e-18 7.66e-19 4.75e-19 2.64e-19 3.13e-22 3.45e-22
3.16e+07 1.10e-18 1.87e-18 7.56e-19 4.74e-19 2.63e-19 3.16e-22 3.46e-22
3.31e+07 1.08e-18 1.84e-18 7.46e-19 4.73e-19 2.61e-19 3.21e-22 3.49e-22
3.47e+07 1.06e-18 1.82e-18 7.35e-19 4.72e-19 2.60e-19 3.25e-22 3.52e-22
3.63e+07 1.04e-18 1.79e-18 7.25e-19 4.71e-19 2.58e-19 3.30e-22 3.55e-22
3.80e+07 1.02e-18 1.77e-18 7.16e-19 4.69e-19 2.56e-19 3.34e-22 3.58e-22
3.98e+07 1.00e-18 1.74e-18 7.06e-19 4.68e-19 2.55e-19 3.39e-22 3.61e-22
4.17e+07 9.87e-19 1.72e-18 6.96e-19 4.66e-19 2.53e-19 3.43e-22 3.64e-22
4.37e+07 9.71e-19 1.69e-18 6.86e-19 4.65e-19 2.51e-19 3.47e-22 3.67e-22
4.57e+07 9.55e-19 1.67e-18 6.77e-19 4.63e-19 2.49e-19 3.51e-22 3.70e-22
4.79e+07 9.39e-19 1.65e-18 6.68e-19 4.61e-19 2.47e-19 3.55e-22 3.73e-22
5.01e+07 9.24e-19 1.62e-18 6.58e-19 4.59e-19 2.45e-19 3.59e-22 3.76e-22
5.25e+07 9.09e-19 1.60e-18 6.49e-19 4.57e-19 2.43e-19 3.62e-22 3.78e-22
5.50e+07 8.94e-19 1.58e-18 6.40e-19 4.54e-19 2.41e-19 3.66e-22 3.81e-22
5.75e+07 8.80e-19 1.55e-18 6.31e-19 4.52e-19 2.39e-19 3.69e-22 3.83e-22
6.03e+07 8.67e-19 1.53e-18 6.22e-19 4.50e-19 2.37e-19 3.72e-22 3.85e-22
6.31e+07 8.53e-19 1.51e-18 6.14e-19 4.47e-19 2.34e-19 3.75e-22 3.87e-22
6.61e+07 8.40e-19 1.49e-18 6.05e-19 4.45e-19 2.32e-19 3.77e-22 3.89e-22
6.92e+07 8.28e-19 1.47e-18 5.96e-19 4.43e-19 2.30e-19 3.80e-22 3.91e-22
7.24e+07 8.15e-19 1.45e-18 5.88e-19 4.40e-19 2.28e-19 3.82e-22 3.92e-22
7.59e+07 8.03e-19 1.42e-18 5.80e-19 4.38e-19 2.26e-19 3.84e-22 3.93e-22
7.94e+07 7.91e-19 1.40e-18 5.71e-19 4.35e-19 2.23e-19 3.85e-22 3.95e-22
8.32e+07 7.80e-19 1.38e-18 5.63e-19 4.32e-19 2.21e-19 3.87e-22 3.95e-22
8.71e+07 7.69e-19 1.36e-18 5.55e-19 4.30e-19 2.19e-19 3.88e-22 3.96e-22
9.12e+07 7.58e-19 1.34e-18 5.47e-19 4.27e-19 2.17e-19 3.89e-22 3.97e-22
9.55e+07 7.47e-19 1.32e-18 5.39e-19 4.24e-19 2.14e-19 3.90e-22 3.97e-22
1.00e+08 7.37e-19 1.31e-18 5.32e-19 4.22e-19 2.12e-19 3.90e-22 3.97e-22
