# CIE bound-bound cooling efficiency for Mg (Z=12)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Mg0          L_Mg1          L_Mg2          L_Mg3          L_Mg4          L_Mg5          L_Mg6          L_Mg7          L_Mg8          L_Mg9          L_Mg10         L_Mg11         L_Mg12       
         7.0500   0.000000e+00   1.597545e-18   9.964273e-19   1.151192e-18   9.183769e-19   8.146138e-19   1.150379e-18   9.507582e-19   7.286995e-19   4.772178e-19   6.611551e-20   2.648973e-20   0.000000e+00
         7.1000   0.000000e+00   1.538685e-18   9.791396e-19   1.135466e-18   9.076885e-19   8.051464e-19   1.132325e-18   9.348981e-19   7.159667e-19   4.792152e-19   7.646809e-20   3.062546e-20   0.000000e+00
         7.1500   0.000000e+00   1.481385e-18   9.609905e-19   1.118401e-18   8.957880e-19   7.946799e-19   1.113009e-18   9.179292e-19   7.023895e-19   4.803322e-19   8.709555e-20   3.477467e-20   0.000000e+00
         7.2000   0.000000e+00   1.425695e-18   9.420989e-19   1.100135e-18   8.827775e-19   7.832952e-19   1.092627e-18   9.000526e-19   6.880784e-19   4.805211e-19   9.783941e-20   3.885765e-20   0.000000e+00
         7.2500   0.000000e+00   1.371651e-18   9.225703e-19   1.080809e-18   8.687585e-19   7.710719e-19   1.071334e-18   8.814435e-19   6.731442e-19   4.799962e-19   1.085494e-19   4.280502e-20   0.000000e+00
         7.3000   0.000000e+00   1.319268e-18   9.025014e-19   1.060589e-18   8.538317e-19   7.580886e-19   1.049260e-18   8.622364e-19   6.577255e-19   4.787918e-19   1.190882e-19   4.655970e-20   0.000000e+00
         7.3500   0.000000e+00   1.268532e-18   8.819823e-19   1.039614e-18   8.380965e-19   7.444225e-19   1.026521e-18   8.425403e-19   6.419410e-19   4.766545e-19   1.293341e-19   5.007754e-20   0.000000e+00
         7.4000   0.000000e+00   1.219381e-18   8.610981e-19   1.017994e-18   8.216500e-19   7.301498e-19   1.003219e-18   8.224483e-19   6.258787e-19   4.736177e-19   1.391825e-19   5.332691e-20   0.000000e+00
         7.4500   0.000000e+00   1.171755e-18   8.399291e-19   9.958221e-19   8.045867e-19   7.153447e-19   9.794578e-19   8.020432e-19   6.096087e-19   4.697245e-19   1.485379e-19   5.628757e-20   0.000000e+00
         7.5000   0.000000e+00   1.125607e-18   8.185516e-19   9.731846e-19   7.869978e-19   7.000799e-19   9.553373e-19   7.814014e-19   5.931908e-19   4.650239e-19   1.573129e-19   5.894906e-20   0.000000e+00
