# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         7.8000   7.018242e-25   1.337904e-24   6.975283e-24   4.787174e-23   1.036878e-23   1.529145e-23   2.433015e-23   3.756231e-23   5.203042e-23   6.939838e-23   1.479137e-22   7.807575e-22   1.961390e-21   1.692299e-21   0.000000e+00
         7.8500   6.268576e-25   1.200174e-24   6.868502e-24   5.113514e-23   9.504173e-24   1.391726e-23   2.211537e-23   3.418889e-23   4.733004e-23   6.317692e-23   1.407180e-22   7.378451e-22   1.873706e-21   1.612314e-21   0.000000e+00
         7.9000   5.578463e-25   1.073033e-24   6.751523e-24   5.466120e-23   8.695819e-24   1.264046e-23   2.006095e-23   3.106087e-23   4.298224e-23   5.742689e-23   1.336805e-22   6.962739e-22   1.787533e-21   1.534634e-21   0.000000e+00
         7.9500   4.945991e-25   9.561241e-25   6.624525e-24   5.846495e-23   7.941762e-24   1.145723e-23   1.816007e-23   2.816490e-23   3.896452e-23   5.211965e-23   1.268790e-22   6.561710e-22   1.703154e-21   1.458952e-21   0.000000e+00
         8.0000   4.368969e-25   8.490573e-25   6.487831e-24   6.256221e-23   7.239954e-24   1.036335e-23   1.640570e-23   2.548993e-23   3.525638e-23   4.722480e-23   1.203233e-22   6.176478e-22   1.621131e-21   1.385494e-21   0.000000e+00
         8.0500   3.844957e-25   7.514086e-25   6.341895e-24   6.696954e-23   6.588267e-24   9.354471e-24   1.479045e-23   2.302509e-23   3.184133e-23   4.271431e-23   1.139803e-22   5.807006e-22   1.541607e-21   1.314539e-21   0.000000e+00
         8.1000   3.371296e-25   6.627249e-25   6.187287e-24   7.170431e-23   5.984559e-24   8.426197e-24   1.330673e-23   2.075938e-23   2.870355e-23   3.856622e-23   1.078225e-22   5.452771e-22   1.464350e-21   1.246058e-21   0.000000e+00
         8.1500   2.945144e-25   5.825272e-25   6.024672e-24   7.678462e-23   5.426638e-24   7.574140e-24   1.194699e-23   1.868135e-23   2.582745e-23   3.476000e-23   1.018459e-22   5.113269e-22   1.389184e-21   1.179867e-21   0.000000e+00
         8.2000   2.563522e-25   5.103158e-25   5.854798e-24   8.222930e-23   4.912252e-24   6.793972e-24   1.070376e-23   1.677956e-23   2.319700e-23   3.127561e-23   9.606314e-23   4.788369e-22   1.316146e-21   1.115847e-21   0.000000e+00
         8.2500   2.223361e-25   4.455763e-25   5.678473e-24   8.805786e-23   4.439100e-24   6.081409e-24   9.569788e-24   1.504282e-23   2.079626e-23   2.809266e-23   9.048603e-23   4.478139e-22   1.245344e-21   1.054015e-21   0.000000e+00
         8.3000   1.921547e-25   3.877853e-25   5.496555e-24   9.429045e-23   4.004869e-24   5.432224e-24   8.538002e-24   1.346025e-23   1.860974e-23   2.519078e-23   8.512171e-23   4.182571e-22   1.176864e-21   9.944102e-22   0.000000e+00
         8.3500   1.654968e-25   3.364172e-25   5.309937e-24   1.009478e-22   3.607246e-24   4.842274e-24   7.601515e-24   1.202139e-23   1.662250e-23   2.255030e-23   7.997079e-23   3.901522e-22   1.110731e-21   9.370525e-22   0.000000e+00
         8.4000   1.420556e-25   2.909505e-25   5.119532e-24   1.080510e-22   3.243939e-24   4.307513e-24   6.753648e-24   1.071619e-23   1.482034e-23   2.015238e-23   7.503219e-23   3.634699e-22   1.046937e-21   8.819265e-22   0.000000e+00
         8.4500   1.215328e-25   2.508738e-25   4.926258e-24   1.156217e-22   2.912705e-24   3.824000e-24   5.987949e-24   9.534973e-24   1.318968e-23   1.797917e-23   7.030410e-23   3.381771e-22   9.855056e-22   8.290028e-22   0.000000e+00
         8.5000   1.036411e-25   2.156914e-25   4.731026e-24   1.236818e-22   2.611350e-24   3.387932e-24   5.298203e-24   8.468425e-24   1.171758e-23   1.601377e-23   6.578463e-23   3.142395e-22   9.265411e-22   7.782857e-22   0.000000e+00
         8.5500   8.810790e-26   1.849273e-25   4.534725e-24   1.322533e-22   2.337744e-24   2.995648e-24   4.678446e-24   7.507656e-24   1.039166e-23   1.424012e-23   6.147240e-23   2.916218e-22   8.700307e-22   7.298151e-22   0.000000e+00
         8.6000   7.467631e-26   1.581297e-25   4.338218e-24   1.413582e-22   2.089833e-24   2.643651e-24   4.122988e-24   6.644170e-24   9.200156e-24   1.264297e-23   5.736561e-23   2.702901e-22   8.157790e-22   6.835245e-22   0.000000e+00
         8.6500   6.310717e-26   1.348734e-25   4.142328e-24   1.510183e-22   1.865652e-24   2.328603e-24   3.626422e-24   5.869896e-24   8.131906e-24   1.120787e-23   5.346171e-23   2.502084e-22   7.637259e-22   6.392677e-22   0.000000e+00
         8.7000   5.317972e-26   1.147623e-25   3.947832e-24   1.612552e-22   1.663328e-24   2.047332e-24   3.183634e-24   5.177201e-24   7.176326e-24   9.921164e-24   4.975755e-23   2.313372e-22   7.140250e-22   5.970246e-22   0.000000e+00
         8.7500   4.469189e-26   9.743047e-26   3.755457e-24   1.720896e-22   1.481088e-24   1.796841e-24   2.789794e-24   4.558898e-24   6.323453e-24   8.769930e-24   4.624935e-23   2.136337e-22   6.667755e-22   5.568710e-22   0.000000e+00
         8.8000   3.746030e-26   8.254254e-26   3.565877e-24   1.835417e-22   1.317252e-24   1.574305e-24   2.440363e-24   4.008245e-24   5.563942e-24   7.742056e-24   4.293259e-23   1.970532e-22   6.218975e-22   5.188208e-22   0.000000e+00
         8.8500   3.131973e-26   6.979363e-26   3.379703e-24   1.956302e-22   1.170237e-24   1.377079e-24   2.131094e-24   3.518923e-24   4.889062e-24   6.826208e-24   3.980224e-23   1.815492e-22   5.792768e-22   4.827876e-22   0.000000e+00
         8.9000   2.612240e-26   5.890854e-26   3.197491e-24   2.083727e-22   1.038553e-24   1.202697e-24   1.858028e-24   3.085043e-24   4.290663e-24   6.011831e-24   3.685293e-23   1.670744e-22   5.388372e-22   4.486783e-22   0.000000e+00
         8.9500   2.173705e-26   4.964059e-26   3.019731e-24   2.217847e-22   9.208033e-25   1.048869e-24   1.617494e-24   2.701132e-24   3.761172e-24   5.289098e-24   3.407902e-23   1.535812e-22   5.005484e-22   4.164305e-22   0.000000e+00
         9.0000   1.804780e-26   4.177013e-26   2.846855e-24   2.358799e-22   8.156819e-25   9.134767e-25   1.406103e-24   2.362128e-24   3.293584e-24   4.648891e-24   3.147463e-23   1.410220e-22   4.643744e-22   3.860026e-22   0.000000e+00
