# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         5.4500   1.434407e-24   4.774879e-24   1.781646e-23   4.271225e-23   1.188769e-22   2.348244e-22   3.293234e-22   5.559939e-22   8.158643e-22   1.488716e-21   1.127852e-21   5.983362e-21   1.672603e-20   1.687023e-20   0.000000e+00
         5.5000   1.580663e-24   4.953452e-24   1.713242e-23   4.102413e-23   1.138920e-22   2.235194e-22   4.070478e-22   5.271630e-22   7.725071e-22   1.407330e-21   1.069235e-21   5.688721e-21   1.578943e-20   1.595230e-20   0.000000e+00
         5.5500   1.743686e-24   5.150887e-24   1.648125e-23   3.942573e-23   1.092106e-22   2.128857e-22   3.865612e-22   4.999890e-22   9.554897e-22   1.330535e-21   1.014091e-21   5.411866e-21   1.494645e-20   1.508702e-20   0.000000e+00
         5.6000   1.921081e-24   5.364280e-24   1.586072e-23   3.791128e-23   1.048105e-22   2.028796e-22   3.672618e-22   4.743711e-22   9.044958e-22   1.258067e-21   9.622258e-22   5.151766e-21   1.411045e-20   1.427148e-20   0.000000e+00
         5.6500   2.110083e-24   5.590288e-24   1.526929e-23   3.647493e-23   1.006704e-22   1.934596e-22   3.490750e-22   4.502126e-22   8.563887e-22   1.189675e-21   9.134582e-22   4.907437e-21   1.338860e-20   1.350290e-20   0.000000e+00
         5.7000   2.307598e-24   5.825209e-24   1.470566e-23   3.511140e-23   9.676831e-23   1.845860e-22   3.319290e-22   4.274216e-22   8.109962e-22   1.125120e-21   8.676146e-22   4.677939e-21   1.268787e-20   1.277857e-20   0.000000e+00
         5.7500   2.510272e-24   6.065004e-24   1.416848e-23   3.381676e-23   9.308230e-23   1.762204e-22   3.157555e-22   4.059093e-22   7.681546e-22   1.064178e-21   8.245298e-22   4.462379e-21   1.206430e-20   1.209583e-20   0.000000e+00
         5.8000   2.714557e-24   6.305334e-24   1.365651e-23   3.258802e-23   8.959410e-23   1.683239e-22   3.004896e-22   3.855909e-22   7.277074e-22   1.006633e-21   7.840462e-22   4.259898e-21   1.145305e-20   1.145227e-20   0.000000e+00
         5.8500   2.916803e-24   6.541643e-24   1.316874e-23   3.142241e-23   8.628850e-23   1.608594e-22   2.860678e-22   3.663862e-22   6.895052e-22   9.522824e-22   7.460162e-22   4.069673e-21   1.086579e-20   1.084564e-20   0.000000e+00
         5.9000   3.113343e-24   6.769288e-24   1.270443e-23   3.031727e-23   8.314669e-23   1.537959e-22   2.724274e-22   4.499322e-22   6.534073e-22   9.009305e-22   7.102990e-22   3.890913e-21   1.030442e-20   1.027381e-20   0.000000e+00
