# CIE bound-bound cooling efficiency for Ne (Z=10)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Ne0          L_Ne1          L_Ne2          L_Ne3          L_Ne4          L_Ne5          L_Ne6          L_Ne7          L_Ne8          L_Ne9          L_Ne10       
         8.4000   1.942210e-20   5.005115e-20   4.003179e-19   1.305677e-19   5.430843e-19   5.976309e-20   3.454381e-19   3.163991e-19   2.593662e-19   7.735570e-20   2.820519e-21
         8.4500   1.833951e-20   4.726437e-20   3.851681e-19   1.255030e-19   5.226501e-19   6.137323e-20   3.318839e-19   3.059295e-19   2.573865e-19   7.601162e-20   2.945433e-21
         8.5000   1.731686e-20   4.463205e-20   3.704609e-19   1.205997e-19   5.028113e-19   6.258417e-20   3.187675e-19   2.956580e-19   2.553878e-19   7.461425e-20   3.080357e-21
         8.5500   1.635090e-20   4.214580e-20   3.561945e-19   1.158559e-19   4.835654e-19   6.343386e-20   3.060843e-19   2.855945e-19   2.534102e-19   7.317317e-20   3.225765e-21
         8.6000   1.543855e-20   3.979769e-20   3.423658e-19   1.112690e-19   4.649081e-19   6.396121e-20   2.938288e-19   2.757473e-19   2.514918e-19   7.169750e-20   3.382152e-21
         8.6500   1.457686e-20   3.758018e-20   3.289707e-19   1.068367e-19   4.468339e-19   6.420431e-20   2.819948e-19   2.661231e-19   2.496690e-19   7.019585e-20   3.550052e-21
         8.7000   1.376307e-20   3.548612e-20   3.160041e-19   1.025560e-19   4.293363e-19   6.419931e-20   2.705753e-19   2.567276e-19   2.479764e-19   6.867638e-20   3.730044e-21
         8.7500   1.299455e-20   3.350876e-20   3.034601e-19   9.842414e-20   4.124075e-19   6.397980e-20   2.595628e-19   2.475659e-19   2.464471e-19   6.714672e-20   3.922738e-21
         8.8000   1.226880e-20   3.164167e-20   2.913323e-19   9.443806e-20   3.960388e-19   6.357643e-20   2.489491e-19   2.386421e-19   2.451131e-19   6.561403e-20   4.128777e-21
         8.8500   1.158346e-20   2.987881e-20   2.796135e-19   9.059460e-20   3.802210e-19   6.301683e-20   2.387258e-19   2.299596e-19   2.440051e-19   6.408496e-20   4.348848e-21
         8.9000   1.093631e-20   2.821443e-20   2.682961e-19   8.689053e-20   3.649440e-19   6.232565e-20   2.288841e-19   2.215208e-19   2.431526e-19   6.256778e-20   4.583683e-21
         8.9500   1.032523e-20   2.664310e-20   2.573721e-19   8.332255e-20   3.501972e-19   6.152470e-20   2.194148e-19   2.133276e-19   2.425844e-19   6.106909e-20   4.835896e-21
         9.0000   9.748222e-21   2.515969e-20   2.468329e-19   7.988732e-20   3.359695e-19   6.063318e-20   2.103088e-19   2.053810e-19   2.423288e-19   5.959124e-20   5.109180e-21
