# CIE bound-bound cooling efficiency for Ca (Z=20)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 101 log-spaced points, 10^4.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Ca0          L_Ca1          L_Ca2          L_Ca3          L_Ca4          L_Ca5          L_Ca6          L_Ca7          L_Ca8          L_Ca9          L_Ca10         L_Ca11         L_Ca12         L_Ca13         L_Ca14         L_Ca15         L_Ca16         L_Ca17         L_Ca18         L_Ca19         L_Ca20       
         7.5000   0.000000e+00   8.920865e-19   3.571776e-23   8.038499e-23   3.091295e-21   4.332904e-22   1.435318e-18   1.106854e-18   1.089407e-18   7.697998e-19   1.201475e-18   9.526899e-19   9.679728e-19   8.478060e-19   7.301385e-19   5.397403e-19   4.024116e-19   2.870391e-19   5.534205e-20   3.187407e-20   1.290821e-20
         7.5500   0.000000e+00   8.562229e-19   3.783418e-23   8.512690e-23   2.934163e-21   4.242635e-22   1.388313e-18   1.067316e-18   1.049350e-18   7.463885e-19   1.190223e-18   9.430813e-19   9.581639e-19   8.392774e-19   7.230101e-19   5.329080e-19   3.967934e-19   2.919516e-19   6.287339e-20   3.444082e-20   1.285733e-20
         7.6000   0.000000e+00   8.215781e-19   4.007599e-23   9.017098e-23   2.786859e-21   4.188355e-22   1.342046e-18   1.028716e-18   1.010540e-18   7.231489e-19   1.176958e-18   9.320052e-19   9.466514e-19   8.292099e-19   7.143961e-19   5.252690e-19   3.906016e-19   2.961461e-19   7.064129e-20   3.702530e-20   1.284172e-20
         7.6500   0.000000e+00   7.881284e-19   4.245064e-23   9.551395e-23   2.648977e-21   4.166510e-22   1.296583e-18   9.910751e-19   9.729647e-19   7.001039e-19   1.161898e-18   9.196057e-19   9.337040e-19   8.177978e-19   7.044559e-19   5.169200e-19   3.839107e-19   2.995769e-19   7.850882e-20   3.957691e-20   1.285980e-20
         7.7000   0.000000e+00   7.558488e-19   4.496600e-23   1.011735e-22   2.520085e-21   4.174160e-22   1.251978e-18   9.544102e-19   9.365574e-19   6.772825e-19   1.145238e-18   9.060141e-19   9.195384e-19   8.052664e-19   6.933543e-19   5.079487e-19   3.767862e-19   3.023230e-19   8.633321e-20   4.205218e-20   1.290998e-20
         7.7500   0.000000e+00   7.247133e-19   4.763041e-23   1.071684e-22   2.399605e-21   4.210652e-22   1.208278e-18   9.187321e-19   9.012484e-19   6.547284e-19   1.127155e-18   8.913538e-19   9.043311e-19   7.917988e-19   6.812804e-19   4.984412e-19   3.692875e-19   3.046590e-19   9.398131e-20   4.441384e-20   1.298980e-20
         7.8000   0.000000e+00   6.946952e-19   5.045268e-23   1.135185e-22   2.287128e-21   4.274613e-22   1.165524e-18   8.840475e-19   8.669847e-19   6.327147e-19   1.107815e-18   8.757419e-19   8.882302e-19   7.775397e-19   6.684076e-19   4.885033e-19   3.614730e-19   3.061857e-19   1.013357e-19   4.663068e-20   1.309505e-20
         7.8500   0.000000e+00   6.657670e-19   5.344219e-23   1.202449e-22   2.182274e-21   4.362131e-22   1.123749e-18   8.503591e-19   8.337263e-19   6.111329e-19   1.087396e-18   8.592917e-19   8.713630e-19   7.626081e-19   6.548842e-19   4.782269e-19   3.534167e-19   3.069152e-19   1.082983e-19   4.868078e-20   1.322077e-20
         7.9000   0.000000e+00   6.379011e-19   5.660884e-23   1.273699e-22   2.084688e-21   4.472029e-22   1.082980e-18   8.176664e-19   8.014431e-19   5.900126e-19   1.066089e-18   8.421119e-19   8.538427e-19   7.471060e-19   6.408379e-19   4.676830e-19   3.451844e-19   3.068738e-19   1.147900e-19   5.055212e-20   1.336373e-20
         7.9500   0.000000e+00   6.110691e-19   5.996313e-23   1.349170e-22   1.994042e-21   4.603430e-22   1.043237e-18   7.859662e-19   7.701151e-19   5.693887e-19   1.044060e-18   8.243067e-19   8.357712e-19   7.311235e-19   6.263790e-19   4.569286e-19   3.368255e-19   3.060991e-19   1.207422e-19   5.223905e-20   1.352172e-20
         8.0000   0.000000e+00   5.852428e-19   6.351617e-23   1.429114e-22   1.910030e-21   4.755723e-22   1.004535e-18   7.552511e-19   7.397439e-19   5.492852e-19   1.021449e-18   8.059762e-19   8.172493e-19   7.147429e-19   6.116037e-19   4.460120e-19   3.283793e-19   3.046301e-19   1.261050e-19   5.373949e-20   1.369255e-20
         8.0500   0.000000e+00   5.603938e-19   6.727974e-23   1.513794e-22   1.832370e-21   4.928529e-22   9.668852e-19   7.255120e-19   7.103308e-19   5.297148e-19   9.983765e-19   7.872157e-19   7.983734e-19   6.980417e-19   5.965961e-19   4.349762e-19   3.198790e-19   3.025096e-19   1.308505e-19   5.505596e-20   1.387401e-20
         8.1000   0.000000e+00   5.364935e-19   7.126631e-23   1.603492e-22   1.760801e-21   5.121674e-22   9.302923e-19   6.967375e-19   6.818706e-19   5.106761e-19   9.749506e-19   7.681154e-19   7.792288e-19   6.810963e-19   5.814290e-19   4.238606e-19   3.113538e-19   2.999510e-19   1.349696e-19   5.619572e-20   1.406541e-20
         8.1500   0.000000e+00   5.135137e-19   7.548910e-23   1.698505e-22   1.695084e-21   5.335169e-22   8.947586e-19   6.689145e-19   6.543545e-19   4.921645e-19   9.512691e-19   7.487603e-19   7.598916e-19   6.639793e-19   5.661638e-19   4.127036e-19   3.028311e-19   2.970858e-19   1.384688e-19   5.716826e-20   1.426763e-20
         8.2000   0.000000e+00   4.914262e-19   7.996212e-23   1.799148e-22   1.634997e-21   5.569189e-22   8.602824e-19   6.420282e-19   6.277705e-19   4.741743e-19   9.274166e-19   7.292296e-19   7.404305e-19   6.467577e-19   5.508559e-19   4.015476e-19   2.943376e-19   2.937014e-19   1.413677e-19   5.798326e-20   1.448153e-20
         8.2500   0.000000e+00   4.702032e-19   8.470017e-23   1.905754e-22   1.580340e-21   5.824063e-22   8.268587e-19   6.160625e-19   6.021044e-19   4.566988e-19   9.034635e-19   7.095972e-19   7.209084e-19   6.294928e-19   5.355559e-19   3.904306e-19   2.859046e-19   2.898530e-19   1.436964e-19   5.865326e-20   1.470869e-20
         8.3000   0.000000e+00   4.498172e-19   8.971897e-23   2.018677e-22   1.530931e-21   6.100259e-22   7.944795e-19   5.910000e-19   5.773404e-19   4.397293e-19   8.794734e-19   6.899311e-19   7.013849e-19   6.122402e-19   5.203098e-19   3.793846e-19   2.775604e-19   2.855974e-19   1.454918e-19   5.919355e-20   1.495290e-20
         8.3500   0.000000e+00   4.302409e-19   9.503515e-23   2.138291e-22   1.486603e-21   6.398373e-22   7.631345e-19   5.668224e-19   5.534613e-19   4.232587e-19   8.555041e-19   6.702935e-19   6.819148e-19   5.950526e-19   5.051592e-19   3.684370e-19   2.693274e-19   2.809890e-19   1.467940e-19   5.961927e-20   1.521903e-20
         8.4000   0.000000e+00   4.114476e-19   1.006663e-22   2.264993e-22   1.447209e-21   6.719125e-22   7.328112e-19   5.435105e-19   5.304488e-19   4.072804e-19   8.316095e-19   6.507414e-19   6.625458e-19   5.779795e-19   4.901421e-19   3.576122e-19   2.612246e-19   2.760748e-19   1.476471e-19   5.994365e-20   1.551146e-20
         8.4500   0.000000e+00   3.934110e-19   1.066312e-22   2.399202e-22   1.412617e-21   7.063353e-22   7.034951e-19   5.210446e-19   5.082839e-19   3.917886e-19   8.078399e-19   6.313260e-19   6.433198e-19   5.610613e-19   4.752940e-19   3.469323e-19   2.532680e-19   2.708988e-19   1.480987e-19   6.017949e-20   1.583413e-20
         8.5000   0.000000e+00   3.761053e-19   1.129495e-22   2.541364e-22   1.382712e-21   7.432007e-22   6.751700e-19   4.994043e-19   4.869468e-19   3.767774e-19   7.842423e-19   6.120937e-19   6.242747e-19   5.443311e-19   4.606466e-19   3.364198e-19   2.454719e-19   2.655028e-19   1.481979e-19   6.033969e-20   1.619113e-20
         8.5500   0.000000e+00   3.595051e-19   1.196422e-22   2.691949e-22   1.357394e-21   7.826149e-22   6.478183e-19   4.785690e-19   4.664173e-19   3.622413e-19   7.608606e-19   5.930857e-19   6.054449e-19   5.278177e-19   4.462276e-19   3.260928e-19   2.378508e-19   2.599228e-19   1.479944e-19   6.043688e-20   1.658702e-20
         8.6000   0.000000e+00   3.435857e-19   1.267314e-22   2.851457e-22   1.336578e-21   8.246951e-22   6.214215e-19   4.585178e-19   4.466747e-19   3.481747e-19   7.377358e-19   5.743414e-19   5.868616e-19   5.115463e-19   4.320610e-19   3.159657e-19   2.304159e-19   2.541993e-19   1.475391e-19   6.048303e-20   1.702580e-20
         8.6500   0.000000e+00   3.283229e-19   1.342407e-22   3.020416e-22   1.320195e-21   8.695693e-22   5.959597e-19   4.392296e-19   4.276979e-19   3.345719e-19   7.149051e-19   5.558929e-19   5.685571e-19   4.955393e-19   4.181677e-19   3.060504e-19   2.231747e-19   2.483726e-19   1.468898e-19   6.048974e-20   1.751157e-20
         8.7000   0.000000e+00   3.136931e-19   1.421950e-22   3.199387e-22   1.308190e-21   9.173767e-22   5.714123e-19   4.206831e-19   4.094659e-19   3.214268e-19   6.924030e-19   5.377659e-19   5.505556e-19   4.798231e-19   4.045656e-19   2.963572e-19   2.161330e-19   2.424800e-19   1.461009e-19   6.046813e-20   1.804850e-20
         8.7500   0.000000e+00   2.996733e-19   1.506206e-22   3.388963e-22   1.300523e-21   9.682677e-22   5.477583e-19   4.028572e-19   3.919574e-19   3.087328e-19   6.702602e-19   5.199849e-19   5.328773e-19   4.644118e-19   3.912771e-19   2.868954e-19   2.092954e-19   2.365559e-19   1.452189e-19   6.042840e-20   1.864038e-20
         8.8000   0.000000e+00   2.862410e-19   1.595454e-22   3.589771e-22   1.297169e-21   1.022404e-21   5.249759e-19   3.857309e-19   3.751511e-19   2.964830e-19   6.485046e-19   5.025710e-19   5.155427e-19   4.493195e-19   3.783108e-19   2.776845e-19   2.026687e-19   2.306321e-19   1.442845e-19   6.038069e-20   1.929067e-20
         8.8500   0.000000e+00   2.733743e-19   1.689991e-22   3.802479e-22   1.298115e-21   1.079960e-21   5.030431e-19   3.692833e-19   3.590260e-19   2.846701e-19   6.271607e-19   4.855419e-19   4.985697e-19   4.345608e-19   3.656747e-19   2.687215e-19   1.962657e-19   2.248487e-19   1.433327e-19   6.033485e-20   2.000303e-20
         8.9000   0.000000e+00   2.610521e-19   1.790129e-22   4.027790e-22   1.303365e-21   1.141121e-21   4.819375e-19   3.534935e-19   3.435611e-19   2.732864e-19   6.062499e-19   4.689128e-19   4.819741e-19   4.201482e-19   3.533779e-19   2.600121e-19   1.900781e-19   2.191364e-19   1.424080e-19   6.029978e-20   2.078094e-20
         8.9500   0.000000e+00   2.492538e-19   1.896201e-22   4.266451e-22   1.312936e-21   1.206086e-21   4.616367e-19   3.383412e-19   3.287355e-19   2.623240e-19   5.857909e-19   4.526958e-19   4.657691e-19   4.060927e-19   3.414278e-19   2.515624e-19   1.841092e-19   2.135013e-19   1.415298e-19   6.028399e-20   2.162753e-20
         9.0000   0.000000e+00   2.379592e-19   2.008558e-22   4.519254e-22   1.326860e-21   1.275066e-21   4.421182e-19   3.238062e-19   3.145290e-19   2.517748e-19   5.657995e-19   4.369009e-19   4.499663e-19   3.924036e-19   3.298302e-19   2.433776e-19   1.783620e-19   2.079670e-19   1.407165e-19   6.029658e-20   2.254622e-20
