# CIE bound-bound cooling efficiency for Ne (Z=10)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Ne0          L_Ne1          L_Ne2          L_Ne3          L_Ne4          L_Ne5          L_Ne6          L_Ne7          L_Ne8          L_Ne9          L_Ne10       
         7.0000   9.281239e-20   2.390688e-19   9.331941e-19   3.294206e-19   1.288714e-18   2.867900e-19   8.653069e-19   5.784443e-19   1.087459e-19   3.788165e-20   0.000000e+00
         7.0500   8.810291e-20   2.269140e-19   9.164233e-19   3.214342e-19   1.262446e-18   2.473643e-19   8.462978e-19   5.754644e-19   1.217632e-19   4.201478e-20   0.000000e+00
         7.1000   8.358080e-20   2.152514e-19   8.987684e-19   3.133834e-19   1.235154e-18   2.141440e-19   8.266672e-19   5.719073e-19   1.347102e-19   4.600712e-20   0.000000e+00
         7.1500   7.924753e-20   2.040818e-19   8.803492e-19   3.052894e-19   1.207036e-18   1.865153e-19   8.065611e-19   5.674955e-19   1.474288e-19   4.981391e-20   0.000000e+00
         7.2000   7.510260e-20   1.934021e-19   8.612798e-19   2.971728e-19   1.178335e-18   1.637399e-19   7.861012e-19   5.621773e-19   1.597793e-19   5.340091e-20   0.000000e+00
         7.2500   7.114401e-20   1.832053e-19   8.416690e-19   2.890530e-19   1.149249e-18   1.450657e-19   7.653919e-19   5.559928e-19   1.716393e-19   5.674343e-20   0.000000e+00
         7.3000   6.736849e-20   1.734820e-19   8.216194e-19   2.809488e-19   1.119935e-18   1.295068e-19   7.445250e-19   5.489928e-19   1.828882e-19   5.982509e-20   0.000000e+00
         7.3500   6.377186e-20   1.642208e-19   8.012270e-19   2.728778e-19   1.090516e-18   1.151514e-19   7.235819e-19   5.412339e-19   1.934245e-19   6.263644e-20   0.000000e+00
         7.4000   6.034922e-20   1.554083e-19   7.805815e-19   2.648565e-19   1.061092e-18   1.008589e-19   7.026361e-19   5.327760e-19   2.031739e-19   6.517371e-20   0.000000e+00
         7.4500   5.709514e-20   1.470302e-19   7.597657e-19   2.569002e-19   1.031744e-18   8.632819e-20   6.817607e-19   5.236844e-19   2.120867e-19   6.743749e-20   0.000000e+00
