# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         8.1000   0.000000e+00   1.781658e-23   7.126631e-23   1.603492e-22   2.850652e-22   4.454144e-22   6.416600e-22   8.756546e-22   1.147973e-21   1.457521e-21   1.805553e-21   2.196053e-21   2.622093e-21   3.481625e-21   4.085403e-21
         8.1500   0.000000e+00   1.887228e-23   7.548910e-23   1.698505e-22   3.019564e-22   4.718069e-22   6.794019e-22   9.259591e-22   1.213366e-21   1.539951e-21   1.906878e-21   2.317854e-21   2.766446e-21   3.635824e-21   4.264868e-21
         8.2000   0.000000e+00   1.999053e-23   7.996212e-23   1.799148e-22   3.198485e-22   4.997632e-22   7.196590e-22   9.795359e-22   1.282825e-21   1.627549e-21   2.014613e-21   2.447459e-21   2.920121e-21   3.799210e-21   4.454244e-21
         8.2500   0.000000e+00   2.117504e-23   8.470017e-23   1.905754e-22   3.388007e-22   5.293761e-22   7.623015e-22   1.037577e-21   1.356578e-21   1.720601e-21   2.129110e-21   2.585297e-21   3.083628e-21   3.972883e-21   4.655056e-21
         8.3000   0.000000e+00   2.242974e-23   8.971897e-23   2.018677e-22   3.588759e-22   5.607436e-22   8.074707e-22   1.099057e-21   1.435504e-21   1.819416e-21   2.250743e-21   2.731819e-21   3.257504e-21   4.157971e-21   4.868628e-21
         8.3500   0.000000e+00   2.375879e-23   9.503515e-23   2.138291e-22   3.801406e-22   5.939697e-22   8.553164e-22   1.164181e-21   1.520562e-21   1.924462e-21   2.379915e-21   2.887502e-21   3.442318e-21   4.355664e-21   5.096343e-21
         8.4000   0.000000e+00   2.516658e-23   1.006663e-22   2.264993e-22   4.026654e-22   6.291646e-22   9.059971e-22   1.233163e-21   1.610661e-21   2.038493e-21   2.517045e-21   3.052861e-21   3.638674e-21   4.567047e-21   5.339652e-21
         8.4500   0.000000e+00   2.665780e-23   1.066312e-22   2.399202e-22   4.265248e-22   6.664450e-22   9.596808e-22   1.306232e-21   1.706099e-21   2.159282e-21   2.665780e-21   3.228438e-21   3.847222e-21   4.793105e-21   5.599826e-21
         8.5000   0.000000e+00   2.823737e-23   1.129495e-22   2.541364e-22   4.517980e-22   7.059343e-22   1.016545e-21   1.383631e-21   1.807192e-21   2.287227e-21   2.823737e-21   3.416722e-21   4.068643e-21   5.034834e-21   5.878060e-21
         8.5500   0.000000e+00   2.991054e-23   1.196422e-22   2.691949e-22   4.785687e-22   7.477636e-22   1.076780e-21   1.465617e-21   1.914275e-21   2.422754e-21   2.991054e-21   3.619176e-21   4.307118e-21   5.293249e-21   6.175573e-21
         8.6000   0.000000e+00   3.168285e-23   1.267314e-22   2.851457e-22   5.069256e-22   7.920713e-22   1.140583e-21   1.552460e-21   2.027703e-21   2.566311e-21   3.168285e-21   3.833625e-21   4.562331e-21   5.569347e-21   6.493592e-21
         8.6500   0.000000e+00   3.356018e-23   1.342407e-22   3.020416e-22   5.369629e-22   8.390045e-22   1.208166e-21   1.644449e-21   2.147852e-21   2.718375e-21   3.356018e-21   4.060782e-21   4.832666e-21   5.864146e-21   6.833330e-21
         8.7000   0.000000e+00   3.554875e-23   1.421950e-22   3.199387e-22   5.687799e-22   8.887186e-22   1.279755e-21   1.741889e-21   2.275120e-21   2.879448e-21   3.554875e-21   4.301398e-21   5.119019e-21   6.178693e-21   7.196030e-21
         8.7500   0.000000e+00   3.765514e-23   1.506206e-22   3.388963e-22   6.024823e-22   9.413785e-22   1.355585e-21   1.845102e-21   2.409929e-21   3.050066e-21   3.765514e-21   4.556272e-21   5.422340e-21   6.514076e-21   7.582973e-21
         8.8000   0.000000e+00   3.988635e-23   1.595454e-22   3.589771e-22   6.381816e-22   9.971587e-22   1.435909e-21   1.954431e-21   2.552726e-21   3.230794e-21   3.988635e-21   4.826248e-21   5.743634e-21   6.871426e-21   7.995490e-21
         8.8500   0.000000e+00   4.224976e-23   1.689991e-22   3.802479e-22   6.759962e-22   1.056244e-21   1.520991e-21   2.070238e-21   2.703985e-21   3.422231e-21   4.224976e-21   5.112221e-21   6.083966e-21   7.251940e-21   8.434968e-21
         8.9000   0.000000e+00   4.475322e-23   1.790129e-22   4.027790e-22   7.160515e-22   1.118830e-21   1.611116e-21   2.192908e-21   2.864206e-21   3.625011e-21   4.475322e-21   5.415140e-21   6.444464e-21   7.656875e-21   8.902875e-21
         8.9500   0.000000e+00   4.740501e-23   1.896201e-22   4.266451e-22   7.584802e-22   1.185125e-21   1.706581e-21   2.322846e-21   3.033921e-21   3.839806e-21   4.740501e-21   5.736007e-21   6.826322e-21   8.087571e-21   9.400759e-21
         9.0000   0.000000e+00   5.021394e-23   2.008558e-22   4.519254e-22   8.034230e-22   1.255348e-21   1.807702e-21   2.460483e-21   3.213692e-21   4.067329e-21   5.021394e-21   6.075887e-21   7.230807e-21   8.545441e-21   9.930262e-21
