# CIE bound-bound cooling efficiency for S (Z=16)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_S0           L_S1           L_S2           L_S3           L_S4           L_S5           L_S6           L_S7           L_S8           L_S9           L_S10          L_S11          L_S12          L_S13          L_S14          L_S15          L_S16        
         7.0000   1.889029e-21   2.416166e-18   2.063874e-18   2.122051e-18   1.901131e-18   1.302347e-18   1.527889e-18   1.132808e-18   1.180628e-18   6.598790e-19   9.188585e-19   7.231003e-19   5.480600e-19   3.230454e-19   1.818961e-20   1.367351e-20   7.175154e-21
         7.0500   1.791265e-21   2.351150e-18   2.019602e-18   2.056248e-18   1.835128e-18   1.263952e-18   1.533666e-18   1.133194e-18   1.182937e-18   6.604069e-19   9.201876e-19   7.219611e-19   5.463070e-19   3.304201e-19   2.286050e-20   1.569636e-20   7.025590e-21
         7.1000   1.697809e-21   2.285930e-18   1.974277e-18   1.991242e-18   1.770367e-18   1.225870e-18   1.533796e-18   1.130891e-18   1.181885e-18   6.594404e-19   9.189213e-19   7.189661e-19   5.432397e-19   3.374274e-19   2.833673e-20   1.812007e-20   6.897551e-21
         7.1500   1.608583e-21   2.220710e-18   1.928091e-18   1.927134e-18   1.706974e-18   1.188183e-18   1.528734e-18   1.126189e-18   1.177738e-18   6.571156e-19   9.152528e-19   7.142576e-19   5.389648e-19   3.439421e-19   3.456865e-20   2.090484e-20   6.790503e-21
         7.2000   1.523489e-21   2.155680e-18   1.881242e-18   1.864015e-18   1.645111e-18   1.150952e-18   1.519010e-18   1.119340e-18   1.170759e-18   6.535567e-19   9.093730e-19   7.079856e-19   5.335853e-19   3.498690e-19   4.147591e-20   2.399060e-20   6.703958e-21
         7.2500   1.442420e-21   2.091009e-18   1.833880e-18   1.801964e-18   1.584891e-18   1.114224e-18   1.505174e-18   1.110559e-18   1.161219e-18   6.488769e-19   9.014756e-19   7.003398e-19   5.272027e-19   3.553687e-19   4.895493e-20   2.730245e-20   6.637665e-21
         7.3000   1.365258e-21   2.026851e-18   1.786163e-18   1.741050e-18   1.526379e-18   1.078038e-18   1.487759e-18   1.100028e-18   1.149423e-18   6.431774e-19   8.917538e-19   6.914966e-19   5.199533e-19   3.602774e-19   5.688713e-20   3.075740e-20   6.591308e-21
         7.3500   1.291876e-21   1.963342e-18   1.738244e-18   1.681335e-18   1.469604e-18   1.042433e-18   1.467269e-18   1.087907e-18   1.135658e-18   6.365487e-19   8.803969e-19   6.816023e-19   5.119839e-19   3.643893e-19   6.514614e-20   3.427236e-20   6.564036e-21
         7.4000   1.222141e-21   1.900605e-18   1.690265e-18   1.622868e-18   1.414576e-18   1.007447e-18   1.444160e-18   1.074339e-18   1.120167e-18   6.290726e-19   8.675885e-19   6.707825e-19   5.034014e-19   3.676426e-19   7.360259e-20   3.776945e-20   6.554863e-21
         7.4500   1.155919e-21   1.838748e-18   1.642357e-18   1.565694e-18   1.361276e-18   9.731643e-19   1.418845e-18   1.059455e-18   1.103162e-18   6.208235e-19   8.535469e-19   6.591483e-19   4.942856e-19   3.699909e-19   8.212480e-20   4.117984e-20   6.562974e-21
         7.5000   1.093071e-21   1.777865e-18   1.594641e-18   1.509846e-18   1.309653e-18   9.398469e-19   1.391703e-18   1.043381e-18   1.084830e-18   6.118706e-19   8.385142e-19   6.468064e-19   4.846997e-19   3.715465e-19   9.058790e-20   4.444579e-20   6.587568e-21
         7.5500   1.033459e-21   1.718038e-18   1.547226e-18   1.455354e-18   1.259654e-18   9.072741e-19   1.363078e-18   1.026232e-18   1.065343e-18   6.022787e-19   8.226776e-19   6.338856e-19   4.746981e-19   3.726110e-19   9.887964e-20   4.752089e-20   6.627464e-21
         7.6000   9.769431e-22   1.659338e-18   1.500213e-18   1.402239e-18   1.211236e-18   8.754613e-19   1.333274e-18   1.008123e-18   1.044855e-18   5.921098e-19   8.061817e-19   6.204993e-19   4.643251e-19   3.727532e-19   1.069029e-19   5.036985e-20   6.680611e-21
         7.6500   9.233876e-22   1.601826e-18   1.453693e-18   1.350515e-18   1.164358e-18   8.444171e-19   1.302557e-18   9.891633e-19   1.023515e-18   5.814234e-19   7.891422e-19   6.067361e-19   4.536224e-19   3.719960e-19   1.145768e-19   5.296947e-20   6.744450e-21
         7.7000   8.726575e-22   1.545551e-18   1.407746e-18   1.300192e-18   1.118986e-18   8.141455e-19   1.271156e-18   9.694580e-19   1.001493e-18   5.702772e-19   7.716565e-19   5.926689e-19   4.426386e-19   3.703757e-19   1.218337e-19   5.530780e-20   6.817226e-21
         7.7500   8.246211e-22   1.490554e-18   1.362445e-18   1.251275e-18   1.075085e-18   7.846480e-19   1.239246e-18   9.491094e-19   9.789458e-19   5.587274e-19   7.538089e-19   5.783608e-19   4.314260e-19   3.679403e-19   1.286110e-19   5.738125e-20   6.897768e-21
         7.8000   7.791500e-22   1.436868e-18   1.317854e-18   1.203764e-18   1.032625e-18   7.559248e-19   1.206953e-18   9.282157e-19   9.560038e-19   5.468287e-19   7.356755e-19   5.638686e-19   4.200382e-19   3.647406e-19   1.348610e-19   5.919201e-20   6.985000e-21
         7.8500   7.361195e-22   1.384519e-18   1.274028e-18   1.157653e-18   9.915751e-19   7.279751e-19   1.174416e-18   9.068709e-19   9.327783e-19   5.346344e-19   7.173219e-19   5.492449e-19   4.085278e-19   3.608319e-19   1.405537e-19   6.074755e-20   7.077731e-21
         7.9000   6.954091e-22   1.333525e-18   1.231015e-18   1.112935e-18   9.519044e-19   7.007961e-19   1.141772e-18   8.851647e-19   9.093647e-19   5.221958e-19   6.988079e-19   5.345411e-19   3.969453e-19   3.564742e-19   1.456735e-19   6.205962e-20   7.175527e-21
         7.9500   6.569027e-22   1.283899e-18   1.188858e-18   1.069599e-18   9.135833e-19   6.743826e-19   1.109151e-18   8.631820e-19   8.858456e-19   5.095626e-19   6.801930e-19   5.198167e-19   3.853393e-19   3.518068e-19   1.502174e-19   6.314222e-20   7.278778e-21
         8.0000   6.204882e-22   1.235647e-18   1.147591e-18   1.027629e-18   8.765819e-19   6.487285e-19   1.076666e-18   8.410028e-19   8.622887e-19   4.967821e-19   6.615354e-19   5.051253e-19   3.737778e-19   3.466037e-19   1.541926e-19   6.401003e-20   7.387941e-21
         8.0500   5.860585e-22   1.188772e-18   1.107244e-18   9.870083e-19   8.408700e-19   6.238278e-19   1.044416e-18   8.187021e-19   8.387519e-19   4.838995e-19   6.428902e-19   4.905108e-19   3.623315e-19   3.409319e-19   1.576147e-19   6.467932e-20   7.503734e-21
         8.1000   5.535107e-22   1.143271e-18   1.067839e-18   9.477180e-19   8.064174e-19   5.996739e-19   1.012486e-18   7.963496e-19   8.152877e-19   4.709574e-19   6.243090e-19   4.760103e-19   3.510469e-19   3.348632e-19   1.605063e-19   6.516743e-20   7.627984e-21
         8.1500   5.227465e-22   1.099137e-18   1.029395e-18   9.097361e-19   7.731937e-19   5.762596e-19   9.809451e-19   7.740100e-19   7.919443e-19   4.579958e-19   6.058457e-19   4.616558e-19   3.399543e-19   3.284618e-19   1.628965e-19   6.549123e-20   7.763157e-21
         8.2000   4.936718e-22   1.056360e-18   9.919261e-19   8.730395e-19   7.411683e-19   5.535771e-19   9.498519e-19   7.517426e-19   7.687663e-19   4.450520e-19   5.875531e-19   4.474761e-19   3.290738e-19   3.217801e-19   1.648190e-19   6.566614e-20   7.911558e-21
         8.2500   4.661971e-22   1.014927e-18   9.554416e-19   8.376034e-19   7.103105e-19   5.316180e-19   9.192546e-19   7.296018e-19   7.457953e-19   4.321604e-19   5.694716e-19   4.334994e-19   3.184194e-19   3.148654e-19   1.663100e-19   6.570686e-20   8.075188e-21
         8.3000   4.402371e-22   9.748211e-19   9.199471e-19   8.034019e-19   6.805894e-19   5.103731e-19   8.891928e-19   7.076386e-19   7.230694e-19   4.193528e-19   5.516336e-19   4.197478e-19   3.080002e-19   3.077601e-19   1.674077e-19   6.562755e-20   8.256131e-21
         8.3500   4.157106e-22   9.360242e-19   8.854449e-19   7.704080e-19   6.519742e-19   4.898323e-19   8.596990e-19   6.858962e-19   7.006255e-19   4.066580e-19   5.340656e-19   4.062376e-19   2.978205e-19   3.005001e-19   1.681517e-19   6.544176e-20   8.456707e-21
         8.4000   3.925402e-22   8.985156e-19   8.519338e-19   7.385938e-19   6.244342e-19   4.699846e-19   8.307995e-19   6.644147e-19   6.784952e-19   3.941034e-19   5.167902e-19   3.929818e-19   2.878821e-19   2.931211e-19   1.685828e-19   6.516219e-20   8.679001e-21
         8.4500   3.706526e-22   8.622728e-19   8.194102e-19   7.079308e-19   5.979386e-19   4.508183e-19   8.025156e-19   6.432298e-19   6.567071e-19   3.817132e-19   4.998270e-19   3.799914e-19   2.781863e-19   2.856577e-19   1.687449e-19   6.480095e-20   8.925086e-21
         8.5000   3.499783e-22   8.272719e-19   7.878675e-19   6.783900e-19   5.724568e-19   4.323207e-19   7.748643e-19   6.223732e-19   6.352874e-19   3.695066e-19   4.831969e-19   3.672760e-19   2.687340e-19   2.781427e-19   1.686804e-19   6.436951e-20   9.197102e-21
         8.5500   3.304510e-22   7.934875e-19   7.572972e-19   6.499420e-19   5.479587e-19   4.144787e-19   7.478587e-19   6.018727e-19   6.142596e-19   3.575024e-19   4.669113e-19   3.548486e-19   2.595266e-19   2.706065e-19   1.684288e-19   6.387857e-20   9.497024e-21
         8.6000   3.120081e-22   7.608932e-19   7.276886e-19   6.225573e-19   5.244140e-19   3.972785e-19   7.215089e-19   5.817524e-19   5.936441e-19   3.457168e-19   4.509831e-19   3.427130e-19   2.505714e-19   2.630780e-19   1.680272e-19   6.333846e-20   9.826615e-21
         8.6500   2.945902e-22   7.294619e-19   6.990293e-19   5.962062e-19   5.017933e-19   3.807058e-19   6.958222e-19   5.620330e-19   5.734587e-19   3.341643e-19   4.354237e-19   3.308756e-19   2.418646e-19   2.557162e-19   1.675109e-19   6.275909e-20   1.018774e-20
         8.7000   2.781410e-22   6.991655e-19   6.713053e-19   5.708590e-19   4.800671e-19   3.647457e-19   6.708032e-19   5.427322e-19   5.537185e-19   3.228569e-19   4.202423e-19   3.193422e-19   2.334076e-19   2.484168e-19   1.669220e-19   6.214963e-20   1.058221e-20
         8.7500   2.626072e-22   6.699756e-19   6.445014e-19   5.464860e-19   4.592066e-19   3.493833e-19   6.464545e-19   5.238647e-19   5.344362e-19   3.118052e-19   4.054467e-19   3.081180e-19   2.252020e-19   2.411965e-19   1.662827e-19   6.151880e-20   1.101162e-20
         8.8000   2.479384e-22   6.418634e-19   6.186011e-19   5.230579e-19   4.391834e-19   3.346031e-19   6.227768e-19   5.054426e-19   5.156220e-19   3.010178e-19   3.910430e-19   2.972069e-19   2.172491e-19   2.340765e-19   1.656226e-19   6.087540e-20   1.147770e-20
         8.8500   2.340868e-22   6.147997e-19   5.935869e-19   5.005454e-19   4.199696e-19   3.203897e-19   5.997690e-19   4.874752e-19   4.972841e-19   2.905019e-19   3.770360e-19   2.866120e-19   2.095499e-19   2.270752e-19   1.649697e-19   6.022794e-20   1.198244e-20
         8.9000   2.210072e-22   5.887554e-19   5.694406e-19   4.789198e-19   4.015378e-19   3.067273e-19   5.774283e-19   4.699701e-19   4.794285e-19   2.802632e-19   3.634287e-19   2.763354e-19   2.021050e-19   2.202076e-19   1.643507e-19   5.958440e-20   1.252787e-20
         8.9500   2.086569e-22   5.637011e-19   5.461432e-19   4.581526e-19   3.838613e-19   2.936002e-19   5.557507e-19   4.529325e-19   4.620597e-19   2.703060e-19   3.502231e-19   2.663785e-19   1.949146e-19   2.134858e-19   1.637908e-19   5.895228e-20   1.311594e-20
         9.0000   1.969954e-22   5.396078e-19   5.236751e-19   4.382157e-19   3.669138e-19   2.809928e-19   5.347308e-19   4.363658e-19   4.451800e-19   2.606336e-19   3.374199e-19   2.567416e-19   1.879784e-19   2.069205e-19   1.633141e-19   5.833885e-20   1.374865e-20
