# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         5.5000   0.000000e+00   3.184380e-18   3.521253e-18   2.271253e-18   4.089149e-20   7.020622e-20   1.248114e-19   2.067447e-19   2.182906e-19   2.429280e-19   2.512512e-19   2.087397e-19   2.477144e-48   3.981123e-51   0.000000e+00
         5.5500   0.000000e+00   3.266239e-18   3.601779e-18   2.315274e-18   6.269130e-20   9.281743e-20   1.468774e-19   2.287245e-19   2.430586e-19   2.701929e-19   2.789784e-19   2.189811e-19   3.727076e-45   1.135947e-47   0.000000e+00
         5.6000   0.000000e+00   3.336601e-18   3.665288e-18   2.351060e-18   9.177618e-20   1.214812e-19   1.728745e-19   2.519553e-19   2.681652e-19   2.967235e-19   3.049820e-19   2.275262e-19   2.521989e-42   1.359180e-44   0.000000e+00
         5.6500   0.000000e+00   3.395739e-18   3.712342e-18   2.378992e-18   1.288698e-19   1.568810e-19   2.036530e-19   2.771202e-19   2.938302e-19   3.223904e-19   3.289524e-19   2.344522e-19   8.371527e-40   7.495709e-42   0.000000e+00
         5.7000   0.000000e+00   3.444005e-18   3.743745e-18   2.399578e-18   1.742655e-19   1.993381e-19   2.399729e-19   3.050365e-19   3.204957e-19   3.472985e-19   3.508016e-19   2.399043e-19   1.472972e-37   2.072610e-39   0.000000e+00
         5.7500   0.000000e+00   3.481800e-18   3.760482e-18   2.412894e-18   2.277789e-19   2.487181e-19   2.823531e-19   3.365230e-19   3.487451e-19   3.717562e-19   3.706606e-19   2.440903e-19   1.471922e-35   3.096960e-37   0.000000e+00
         5.8000   0.000000e+00   3.509565e-18   3.763631e-18   2.419179e-18   2.888307e-19   3.044221e-19   3.309562e-19   3.722524e-19   3.791851e-19   3.962096e-19   3.888512e-19   2.472716e-19   8.883177e-34   2.673260e-35   0.000000e+00
         5.8500   0.000000e+00   3.527768e-18   3.754303e-18   2.418853e-18   3.564792e-19   3.654729e-19   3.855384e-19   4.126250e-19   4.123240e-19   4.211575e-19   4.057946e-19   2.497465e-19   3.419828e-32   1.414604e-33   0.000000e+00
         5.9000   0.000000e+00   3.536898e-18   3.733607e-18   2.412991e-18   4.294830e-19   4.306200e-19   4.454425e-19   4.577127e-19   4.484641e-19   4.470514e-19   4.219206e-19   2.518336e-19   8.817172e-31   4.838340e-32   0.000000e+00
         5.9500   0.000000e+00   3.537455e-18   3.702637e-18   2.401263e-18   5.063900e-19   4.984925e-19   5.096411e-19   5.072125e-19   4.876391e-19   4.742037e-19   4.376461e-19   2.538846e-19   1.589784e-29   1.121243e-30   0.000000e+00
