# CIE bound-bound cooling efficiency for Ar (Z=18)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Ar0          L_Ar1          L_Ar2          L_Ar3          L_Ar4          L_Ar5          L_Ar6          L_Ar7          L_Ar8          L_Ar9          L_Ar10         L_Ar11         L_Ar12         L_Ar13         L_Ar14         L_Ar15         L_Ar16         L_Ar17         L_Ar18       
         3.9000   0.000000e+00   1.369232e-25   5.349796e-25   1.192231e-24   2.119521e-24   3.311752e-24   4.768923e-24   6.491035e-24   8.478086e-24   1.073008e-23   1.324701e-23   1.602888e-23   1.907569e-23   2.238745e-23   2.596414e-23   2.980577e-23   3.391234e-23   3.828386e-23   4.292031e-23
         3.9500   0.000000e+00   1.458896e-25   5.690518e-25   1.263926e-24   2.245111e-24   3.507986e-24   5.051500e-24   6.875653e-24   8.980444e-24   1.136587e-23   1.403194e-23   1.697865e-23   2.020600e-23   2.371399e-23   2.750261e-23   3.157187e-23   3.592178e-23   4.055232e-23   4.546350e-23
         4.0000   0.000000e+00   1.555051e-25   6.054835e-25   1.343502e-24   2.378142e-24   3.715847e-24   5.350820e-24   7.283061e-24   9.512569e-24   1.203934e-23   1.486339e-23   1.798470e-23   2.140328e-23   2.511913e-23   2.913224e-23   3.344262e-23   3.805028e-23   4.295519e-23   4.815738e-23
         4.0500   0.000000e+00   1.658233e-25   6.444599e-25   1.428487e-24   2.519056e-24   3.936025e-24   5.667876e-24   7.714609e-24   1.007622e-23   1.275272e-23   1.574410e-23   1.905036e-23   2.267150e-23   2.660753e-23   3.085844e-23   3.542423e-23   4.030490e-23   4.550045e-23   5.101088e-23
         4.1000   0.000000e+00   1.769029e-25   6.861830e-25   1.519293e-24   2.668319e-24   4.169249e-24   6.003719e-24   8.171728e-24   1.067328e-23   1.350837e-23   1.667700e-23   2.017917e-23   2.401488e-23   2.818412e-23   3.268691e-23   3.752324e-23   4.269311e-23   4.819652e-23   5.403347e-23
         4.1500   0.000000e+00   1.888077e-25   7.308736e-25   1.616369e-24   2.835272e-24   4.416293e-24   6.359461e-24   8.655934e-24   1.130571e-23   1.430879e-23   1.766517e-23   2.137486e-23   2.543785e-23   2.985414e-23   3.462373e-23   3.974663e-23   4.522284e-23   5.105234e-23   5.723515e-23
         4.2000   0.000000e+00   2.016074e-25   7.787725e-25   1.720204e-24   3.014334e-24   4.677974e-24   6.736283e-24   9.168830e-24   1.197561e-23   1.515664e-23   1.871190e-23   2.264140e-23   2.694513e-23   3.162311e-23   3.667532e-23   4.210177e-23   4.790246e-23   5.407739e-23   6.062655e-23
         4.2500   0.000000e+00   2.153783e-25   8.301425e-25   1.831331e-24   3.205631e-24   4.971225e-24   7.135433e-24   9.712117e-24   1.268521e-23   1.605472e-23   1.982065e-23   2.398298e-23   2.854173e-23   3.349689e-23   3.884847e-23   4.459646e-23   5.074086e-23   5.728167e-23   6.421890e-23
         4.3000   0.000000e+00   2.302032e-25   8.852712e-25   1.950335e-24   3.410100e-24   5.285230e-24   7.565008e-24   1.028760e-23   1.343686e-23   1.700603e-23   2.099509e-23   2.540406e-23   3.023294e-23   3.548171e-23   4.115039e-23   4.723896e-23   5.374744e-23   6.067582e-23   6.802411e-23
         4.3500   0.000000e+00   2.461720e-25   9.444728e-25   2.077853e-24   3.628763e-24   5.620695e-24   8.041335e-24   1.089717e-23   1.423304e-23   1.801370e-23   2.223913e-23   2.690935e-23   3.202435e-23   3.758413e-23   4.358870e-23   5.003805e-23   5.693218e-23   6.427109e-23   7.205479e-23
         4.4000   0.000000e+00   2.633825e-25   1.008089e-24   2.214579e-24   3.862739e-24   5.979266e-24   8.550046e-24   1.154287e-23   1.507641e-23   1.908108e-23   2.355688e-23   2.850383e-23   3.392191e-23   3.981113e-23   4.617149e-23   5.300299e-23   6.030562e-23   6.807939e-23   7.632430e-23
         4.4500   0.000000e+00   2.819405e-25   1.076493e-24   2.361272e-24   4.113247e-24   6.362736e-24   9.093611e-24   1.224989e-23   1.596974e-23   2.021170e-23   2.495272e-23   3.019279e-23   3.593191e-23   4.217009e-23   4.890733e-23   5.614361e-23   6.387896e-23   7.211335e-23   8.084680e-23
         4.5000   0.000000e+00   3.019602e-25   1.150092e-24   2.518765e-24   4.381621e-24   6.773066e-24   9.674710e-24   1.302224e-23   1.693386e-23   2.140932e-23   2.643126e-23   3.198182e-23   3.806101e-23   4.466883e-23   5.180527e-23   5.947033e-23   6.766402e-23   7.638634e-23   8.563728e-23
         4.5500   0.000000e+00   3.235639e-25   1.229331e-24   2.687961e-24   4.669314e-24   7.212399e-24   1.029627e-23   1.384722e-23   1.800033e-23   2.267790e-23   2.799741e-23   3.387686e-23   4.031627e-23   4.731562e-23   5.487492e-23   6.299417e-23   7.167337e-23   8.091251e-23   9.071160e-23
         4.6000   0.000000e+00   3.468828e-25   1.314690e-24   2.869848e-24   4.977913e-24   7.683073e-24   1.096150e-23   1.472885e-23   1.913933e-23   2.402165e-23   2.965636e-23   3.588420e-23   4.270516e-23   5.011925e-23   5.812646e-23   6.672681e-23   7.592028e-23   8.570688e-23   9.608661e-23
         4.6500   0.000000e+00   3.720550e-25   1.406692e-24   3.065502e-24   5.309157e-24   8.187639e-24   1.167388e-23   1.567149e-23   2.035639e-23   2.544502e-23   3.141361e-23   3.801047e-23   4.523560e-23   5.308900e-23   6.157067e-23   7.068062e-23   8.041884e-23   9.078533e-23   1.017801e-22
         4.7000   0.000000e+00   3.992255e-25   1.505903e-24   3.276100e-24   5.664940e-24   8.728882e-24   1.243724e-23   1.667995e-23   2.165752e-23   2.695274e-23   3.327498e-23   4.026273e-23   4.791598e-23   5.623472e-23   6.521897e-23   7.486871e-23   8.518396e-23   9.616470e-23   1.078109e-22
         4.7500   0.000000e+00   4.285421e-25   1.612933e-24   3.502916e-24   6.047325e-24   9.309853e-24   1.325573e-23   1.775943e-23   2.304930e-23   2.854979e-23   3.524665e-23   4.264845e-23   5.075518e-23   5.956684e-23   6.908343e-23   7.930496e-23   9.023142e-23   1.018628e-22   1.141991e-22
         4.8000   0.000000e+00   4.601542e-25   1.728435e-24   3.747335e-24   6.458566e-24   9.933876e-24   1.413390e-23   1.891564e-23   2.453888e-23   3.024147e-23   3.733514e-23   4.517553e-23   5.376261e-23   6.309639e-23   7.317688e-23   8.400408e-23   9.557797e-23   1.078986e-22   1.209659e-22
         4.8500   0.000000e+00   4.942032e-25   1.853111e-24   4.010861e-24   6.901124e-24   1.060457e-23   1.507673e-23   2.015480e-23   2.613411e-23   3.203339e-23   3.954739e-23   4.785234e-23   5.694824e-23   6.683509e-23   7.751289e-23   8.898163e-23   1.012413e-22   1.142920e-22   1.281335e-22
         4.9000   0.000000e+00   5.308148e-25   1.987695e-24   4.295113e-24   7.377671e-24   1.132589e-23   1.608964e-23   2.148371e-23   2.784353e-23   3.393148e-23   4.189072e-23   5.068777e-23   6.032264e-23   7.079532e-23   8.210581e-23   9.425412e-23   1.072402e-22   1.210642e-22   1.357259e-22
         4.9500   0.000000e+00   5.700883e-25   2.132959e-24   4.601834e-24   7.891110e-24   1.210216e-23   1.717853e-23   2.290980e-23   2.967646e-23   3.594205e-23   4.437290e-23   5.369121e-23   6.389698e-23   7.499021e-23   8.697089e-23   9.983903e-23   1.135946e-22   1.282377e-22   1.437682e-22
         5.0000   0.000000e+00   6.120748e-25   2.289688e-24   4.932889e-24   8.444592e-24   1.293806e-23   1.834986e-23   2.444118e-23   3.164311e-23   3.819359e-23   4.700216e-23   5.687262e-23   6.768311e-23   7.943365e-23   9.212424e-23   1.057549e-22   1.203255e-22   1.358362e-22   1.522870e-22
         5.0500   0.000000e+00   6.567715e-25   2.458668e-24   5.290256e-24   9.041522e-24   1.383869e-23   1.961066e-23   2.608668e-23   3.375464e-23   4.060593e-23   4.993146e-23   6.024253e-23   7.169359e-23   8.414039e-23   9.758294e-23   1.120212e-22   1.274553e-22   1.438851e-22   1.613106e-22
         5.1000   0.000000e+00   7.040931e-25   2.640645e-24   5.676007e-24   9.685564e-24   1.480958e-23   2.096858e-23   2.785596e-23   3.602317e-23   4.318313e-23   5.308390e-23   6.399025e-23   7.594170e-23   8.912603e-23   1.033651e-22   1.186589e-22   1.350075e-22   1.524108e-22   1.708688e-22
         5.1500   0.000000e+00   7.538775e-25   2.836266e-24   6.092275e-24   1.038065e-23   1.585669e-23   2.243190e-23   2.975954e-23   3.846194e-23   4.593783e-23   5.645163e-23   6.802973e-23   8.061205e-23   9.440708e-23   1.094899e-22   1.256899e-22   1.430072e-22   1.614417e-22   1.809934e-22
         5.2000   0.000000e+00   8.058714e-25   3.046037e-24   6.541229e-24   1.113096e-23   1.698646e-23   2.400962e-23   3.180889e-23   4.108544e-23   4.888378e-23   6.005114e-23   7.234501e-23   8.569620e-23   1.002463e-22   1.159775e-22   1.331375e-22   1.514809e-22   1.710077e-22   1.917180e-22
         5.2500   0.000000e+00   8.597575e-25   3.270190e-24   7.024943e-24   1.194089e-23   1.820577e-23   2.571145e-23   3.401645e-23   4.390942e-23   5.203607e-23   6.390040e-23   7.695721e-23   9.112696e-23   1.065716e-22   1.232201e-22   1.410264e-22   1.604567e-22   1.811406e-22   2.030780e-22
         5.3000   0.000000e+00   9.151611e-25   3.508668e-24   7.545329e-24   1.281501e-23   1.952197e-23   2.754780e-23   3.639574e-23   4.695099e-23   5.541114e-23   6.801904e-23   8.188934e-23   9.693085e-23   1.133285e-22   1.310009e-22   1.497966e-22   1.700718e-22   1.918738e-22   2.151111e-22
         5.3500   0.000000e+00   9.717091e-25   3.760964e-24   8.103912e-24   1.375798e-23   2.094275e-23   2.952986e-23   3.896139e-23   5.022874e-23   5.902696e-23   7.242854e-23   8.716655e-23   1.031367e-22   1.205499e-22   1.393132e-22   1.592525e-22   1.807764e-22   2.032430e-22   2.278572e-22
         5.4000   0.000000e+00   1.029035e-24   4.026164e-24   8.701650e-24   1.477434e-23   2.247611e-23   3.166945e-23   4.172917e-23   5.376283e-23   6.290311e-23   7.715232e-23   9.281633e-23   1.097760e-22   1.282718e-22   1.481978e-22   1.693539e-22   1.922083e-22   2.152859e-22   2.413586e-22
         5.4500   0.000000e+00   1.086867e-24   4.302874e-24   9.338709e-24   1.586841e-23   2.413022e-23   3.397896e-23   4.471601e-23   5.757497e-23   6.706098e-23   8.221593e-23   9.886867e-23   1.168832e-22   1.365336e-22   1.576989e-22   1.801504e-22   2.044230e-22   2.280424e-22   2.556600e-22
         5.5000   0.000000e+00   1.145012e-24   4.589377e-24   1.001417e-23   1.704373e-23   2.591301e-23   3.647117e-23   4.794002e-23   6.168853e-23   7.152402e-23   8.764727e-23   1.053563e-22   1.244959e-22   1.453781e-22   1.678652e-22   1.916957e-22   2.174806e-22   2.415548e-22   2.708088e-22
         5.5500   0.000000e+00   1.203421e-24   4.883665e-24   1.072597e-23   1.830292e-23   2.783200e-23   3.915903e-23   5.142026e-23   6.612852e-23   7.631775e-23   9.347691e-23   1.123150e-22   1.326551e-22   1.548522e-22   1.787496e-22   2.040488e-22   2.314469e-22   2.558678e-22   2.868553e-22
         5.6000   0.000000e+00   1.262172e-24   5.183769e-24   1.147077e-23   1.964687e-23   2.989335e-23   4.205493e-23   5.517672e-23   7.092139e-23   8.146997e-23   9.973815e-23   1.197838e-22   1.414056e-22   1.650072e-22   1.904100e-22   2.172740e-22   2.463935e-22   2.710290e-22   3.038525e-22
         5.6500   0.000000e+00   1.321488e-24   5.487790e-24   1.224417e-23   2.107450e-23   3.210158e-23   4.517026e-23   5.922979e-23   7.609489e-23   8.701107e-23   1.064673e-22   1.278054e-22   1.507965e-22   1.758987e-22   2.029096e-22   2.314414e-22   2.623990e-22   2.870884e-22   3.218569e-22
         5.7000   0.000000e+00   1.381706e-24   5.794328e-24   1.304093e-23   2.258218e-23   3.445812e-23   4.851411e-23   6.359995e-23   8.167751e-23   9.297421e-23   1.137039e-22   1.364262e-22   1.608811e-22   1.875879e-22   2.163172e-22   2.466277e-22   2.795488e-22   3.040995e-22   3.409281e-22
         5.7500   0.000000e+00   1.443272e-24   6.102461e-24   1.385559e-23   2.416366e-23   3.696097e-23   5.209209e-23   6.830665e-23   8.769819e-23   9.939540e-23   1.214912e-22   1.456970e-22   1.717178e-22   2.001415e-22   2.307084e-22   2.629165e-22   2.979364e-22   3.221185e-22   3.611294e-22
         5.8000   0.000000e+00   1.506702e-24   6.411993e-24   1.468274e-23   2.581009e-23   3.960363e-23   5.590513e-23   7.336693e-23   9.418448e-23   1.063138e-22   1.298764e-22   1.556733e-22   1.833701e-22   2.136321e-22   2.461653e-22   2.803994e-22   3.176637e-22   3.412052e-22   3.825277e-22
         5.8500   0.000000e+00   1.572567e-24   6.723456e-24   1.551812e-23   2.751085e-23   4.237502e-23   5.994754e-23   7.879421e-23   1.011616e-22   1.137718e-22   1.389103e-22   1.664151e-22   1.959074e-22   2.281390e-22   2.627776e-22   2.991762e-22   3.388424e-22   3.614229e-22   4.051939e-22
         5.9000   0.000000e+00   1.641454e-24   7.038088e-24   1.635850e-23   2.925398e-23   4.525953e-23   6.420695e-23   8.459506e-23   1.086496e-22   1.218153e-22   1.486485e-22   1.779879e-22   2.094054e-22   2.437487e-22   2.806432e-22   3.193557e-22   3.615941e-22   3.828386e-22   4.292031e-22
         5.9500   0.000000e+00   1.713971e-24   7.357770e-24   1.720275e-23   3.102789e-23   4.823846e-23   6.866317e-23   9.076855e-23   1.166605e-22   1.304937e-22   1.591508e-22   1.904626e-22   2.239459e-22   2.605553e-22   2.998689e-22   3.410565e-22   3.860513e-22   4.057264e-22   4.546350e-22
         6.0000   0.000000e+00   1.790735e-24   7.684904e-24   1.805144e-23   3.282225e-23   5.129090e-23   7.328983e-23   9.730226e-23   1.251959e-22   1.398599e-22   1.704817e-22   2.039160e-22   2.396182e-22   2.786611e-22   3.205707e-22   3.644085e-22   4.123588e-22   4.312589e-22   4.824330e-22
         6.0500   0.000000e+00   1.872286e-24   8.022282e-24   1.890734e-23   3.462931e-23   5.439656e-23   7.805554e-23   1.041732e-22   1.342422e-22   1.499704e-22   1.827104e-22   2.184307e-22   2.565185e-22   2.981770e-22   3.428748e-22   3.895523e-22   4.406745e-22   4.585257e-22   5.128460e-22
         6.1000   0.000000e+00   1.959151e-24   8.372921e-24   1.977492e-23   3.644515e-23   5.753753e-23   8.292762e-23   1.113457e-22   1.437712e-22   1.608842e-22   1.959106e-22   2.340954e-22   2.747507e-22   3.192231e-22   3.669180e-22   4.166412e-22   4.711697e-22   4.876590e-22   5.453307e-22
         6.1500   0.000000e+00   2.051892e-24   8.739971e-24   2.066029e-23   3.826954e-23   6.070037e-23   8.787382e-23   1.187759e-22   1.537369e-22   1.726628e-22   2.101599e-22   2.510045e-22   2.944264e-22   3.419286e-22   3.928482e-22   4.458412e-22   5.040307e-22   5.188021e-22   5.800457e-22
         6.2000   0.000000e+00   2.151047e-24   9.126644e-24   2.157065e-23   4.010710e-23   6.387847e-23   9.286878e-23   1.264117e-22   1.640800e-22   1.853691e-22   2.255387e-22   2.692573e-22   3.156646e-22   3.664324e-22   4.208246e-22   4.773320e-22   5.394594e-22   5.521116e-22   6.171628e-22
         6.2500   0.000000e+00   2.257083e-24   9.536198e-24   2.251420e-23   4.196612e-23   6.707166e-23   9.789335e-23   1.342019e-22   1.747299e-22   1.990641e-22   2.421294e-22   2.889574e-22   3.385907e-22   3.928825e-22   4.510179e-22   5.113069e-22   5.776735e-22   5.877584e-22   6.568704e-22
         6.3000   0.000000e+00   2.370474e-24   9.971433e-24   2.349927e-23   4.385877e-23   7.028825e-23   1.029411e-22   1.420966e-22   1.856138e-22   2.138056e-22   2.600128e-22   3.102102e-22   3.633360e-22   4.214347e-22   4.836102e-22   5.479734e-22   6.189076e-22   6.259296e-22   6.993739e-22
         6.3500   0.000000e+00   2.491703e-24   1.043518e-23   2.453469e-23   4.579978e-23   7.354299e-23   1.080155e-22   1.500588e-22   1.966600e-22   2.296411e-22   2.792654e-22   3.331196e-22   3.900343e-22   4.522516e-22   5.187923e-22   5.875529e-22   6.634125e-22   6.668290e-22   7.448978e-22
         6.4000   0.000000e+00   2.621244e-24   1.093042e-23   2.562937e-23   4.780629e-23   7.685732e-23   1.131335e-22   1.580632e-22   2.078127e-22   2.466055e-22   2.999509e-22   3.577842e-22   4.188195e-22   4.854992e-22   5.567631e-22   6.302776e-22   7.114544e-22   7.106791e-22   7.936870e-22
         6.4500   0.000000e+00   2.759579e-24   1.145993e-23   2.679146e-23   4.989606e-23   8.025717e-23   1.183219e-22   1.661040e-22   2.190301e-22   2.647103e-22   3.221173e-22   3.842864e-22   4.498185e-22   5.213421e-22   5.977253e-22   6.763899e-22   7.633125e-22   7.577229e-22   8.460085e-22
         6.5000   0.000000e+00   2.907202e-24   1.202621e-23   2.802851e-23   5.208800e-23   8.377263e-23   1.236174e-22   1.741934e-22   2.302991e-22   2.839404e-22   3.457820e-22   4.126885e-22   4.831413e-22   5.599364e-22   6.418775e-22   7.261370e-22   8.192745e-22   8.082267e-22   9.021551e-22
         6.5500   0.000000e+00   3.064628e-24   1.263175e-23   2.934851e-23   5.440105e-23   8.743480e-23   1.290632e-22   1.823626e-22   2.416288e-22   3.042461e-22   3.709293e-22   4.430142e-22   5.188740e-22   6.014152e-22   6.894076e-22   7.797621e-22   8.796335e-22   8.624801e-22   9.624460e-22
         6.6000   0.000000e+00   3.232389e-24   1.327911e-23   3.075952e-23   5.685384e-23   9.127680e-23   1.347084e-22   1.906595e-22   2.530581e-22   3.255428e-22   3.974973e-22   4.752449e-22   5.570561e-22   6.458811e-22   7.404713e-22   8.374961e-22   9.446703e-22   9.207988e-22   1.027229e-21
         6.6500   0.000000e+00   3.411048e-24   1.397081e-23   3.226841e-23   5.946251e-23   9.533183e-23   1.406028e-22   1.991458e-22   2.646479e-22   3.477107e-22   4.253791e-22   5.093028e-22   5.976773e-22   6.933769e-22   7.951847e-22   8.995322e-22   1.014646e-21   9.835281e-22   1.096883e-21
         6.7000   0.000000e+00   3.601196e-24   1.470941e-23   3.388202e-23   6.224398e-23   9.963231e-23   1.467992e-22   2.078933e-22   2.764811e-22   3.706064e-22   4.544206e-22   5.450526e-22   6.406513e-22   7.438820e-22   8.535884e-22   9.660171e-22   1.089769e-21   1.051044e-21   1.171823e-21
         6.7500   0.000000e+00   3.803463e-24   1.549753e-23   3.560729e-23   6.521594e-23   1.042065e-22   1.533509e-22   2.169804e-22   2.886548e-22   3.940691e-22   4.844362e-22   5.822981e-22   6.858219e-22   7.972817e-22   9.156398e-22   1.037006e-21   1.170175e-21   1.123756e-21   1.252501e-21
         6.8000   0.000000e+00   4.018513e-24   1.633790e-23   3.745114e-23   6.839390e-23   1.090840e-22   1.603064e-22   2.264887e-22   3.012784e-22   4.179428e-22   5.152144e-22   6.208018e-22   7.329515e-22   8.533729e-22   9.811831e-22   1.112458e-21   1.255893e-21   1.202106e-21   1.339405e-21
         6.8500   0.000000e+00   4.247048e-24   1.723338e-23   3.942048e-23   7.179246e-23   1.142959e-22   1.677109e-22   2.365014e-22   3.144640e-22   4.420894e-22   5.465506e-22   6.602928e-22   7.817475e-22   9.118541e-22   1.049951e-21   1.192189e-21   1.346810e-21   1.286577e-21   1.433069e-21
         6.9000   0.000000e+00   4.489817e-24   1.818695e-23   4.152243e-23   7.542651e-23   1.198690e-22   1.756123e-22   2.471037e-22   3.283292e-22   4.664050e-22   5.782583e-22   7.005082e-22   8.318678e-22   9.723575e-22   1.121561e-21   1.275885e-21   1.442656e-21   1.377688e-21   1.534067e-21
         6.9500   0.000000e+00   4.747623e-24   1.920178e-23   4.376433e-23   7.931102e-23   1.258290e-22   1.840586e-22   2.583688e-22   3.429930e-22   4.908384e-22   6.101985e-22   7.412065e-22   8.829771e-22   1.034457e-21   1.195552e-21   1.363086e-21   1.542990e-21   1.475998e-21   1.643021e-21
         7.0000   0.000000e+00   5.021394e-24   2.028121e-23   4.615384e-23   8.346081e-23   1.322019e-22   1.930909e-22   2.703699e-22   3.585627e-22   5.153873e-22   6.422959e-22   7.822081e-22   9.347525e-22   1.097740e-21   1.271405e-21   1.453237e-21   1.647224e-21   1.582105e-21   1.760597e-21
         7.0500   0.000000e+00   5.318930e-24   2.142879e-23   4.869897e-23   8.789106e-23   1.390140e-22   2.027500e-22   2.831844e-22   3.751396e-22   5.401151e-22   6.745424e-22   8.234127e-22   9.869554e-22   1.161814e-21   1.348615e-21   1.545704e-21   1.754660e-21   1.696645e-21   1.887509e-21
         7.1000   0.000000e+00   5.634097e-24   2.264827e-23   5.140817e-23   9.261741e-23   1.462911e-22   2.130774e-22   2.968855e-22   3.928308e-22   5.651346e-22   7.070143e-22   8.648080e-22   1.039430e-21   1.226391e-21   1.426727e-21   1.639871e-21   1.864554e-21   1.820283e-21   2.024508e-21
         7.1500   0.000000e+00   5.967938e-24   2.394365e-23   5.429042e-23   9.765611e-23   1.540598e-22   2.241146e-22   3.115376e-22   4.117429e-22   5.906101e-22   7.398540e-22   9.064881e-22   1.092142e-21   1.291295e-21   1.505402e-21   1.735172e-21   1.976179e-21   1.953708e-21   2.172380e-21
